StoreNames,Index,StoreName,No_Coupons,Coupons,Coupon_N_A_Offer,CashBack_Pct_Dollars,CashBack,CB_NOD_Up_To,Total,AvgCashBack,TotalPurchAmt,,
StubHub,1784,StubHub,6,6 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,52705,"1,845","1,505,857",,
boohoo.com,259,boohoo.com,2,2 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,52740,18,"1,506,857",,
PC Richard & Son,1425,PC Richard & Son,16,16 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,52746,791,"3,516,400",,
Tiny Prints,1880,Tiny Prints,17,17 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,52961,"1,059","2,648,050",,
Shoplet.com,1665,Shoplet.com,10,10 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,53519,"1,606","1,783,967",,
GiftCertificates.com,753,GiftCertificates.com,0,No Coupons Available,N/A,1.00%,1.0% Cash Back,Cash Back,53610,5,"5,361,000",,
Oneida,1361,Oneida,7,7 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,54054,"2,703","1,081,080",,
rue21,1602,rue21,7,7 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,54078,"1,622","1,802,600",,
Modell's,1239,Modell's,3,3 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,54094,"1,893","1,545,543",,
Anthropologie,85,Anthropologie,22,22 Offers,Offers,$7.50 ,1.0% Cash Back,Cash Back,54270,"4,070","7,236",,
The House,888,The House,11,11 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,54296,27,"1,085,920",,
Thompson Cigar,1858,Thompson Cigar,13,13 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,54391,"2,720","1,087,820",,
National Car Rental,1283,National Car Rental,0,No Coupons Available,N/A,2.50%,2.5% Cash Back,Cash Back,54440,"1,361","2,177,600",,
OfficeFurniture.com,1346,OfficeFurniture.com,4,4 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,54486,"1,907","1,556,743",,
Baseball Savings,163,Baseball Savings,0,No Coupons Available,N/A,3.25%,3.25% Cash Back,Cash Back,54498,18,"1,676,862",,
Tanga,1825,Tanga,75,75 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,54773,"1,643","1,825,767",,
WBShop.com,2019,WBShop.com,12,12 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,54937,"1,923","1,569,629",,
Air France,37,Air France,1,1 Coupon,Coupon,1.00%,1.0% Cash Back,Cash Back,55423,6,"5,542,300",,
Compact Appliance,419,Compact Appliance,1,1 Coupon,Coupon,3.50%,3.5% Cash Back,Cash Back,55423,19,"1,583,514",,
Overton's,1388,Overton's,1,1 Coupon,Coupon,2.00%,2.0% Cash Back,Cash Back,55442,"1,109","2,772,100",,
HearthSong,841,HearthSong,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,55515,22,"1,387,875",,
Herbergers,845,Herbergers,24,24 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,55615,11,"2,780,750",,
Oakley,1340,Oakley,15,15 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,55625,"1,669","1,854,167",,
rag & bone,1535,rag & bone,4,4 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,55864,"2,793","1,117,280",,
Birchbox,221,Birchbox,11,11 Coupons,Coupons,$2.50 ,Up to $2.50,Up to Dollars,55904,3,N/a,,
Gifts For You Now,755,Gifts For You Now,12,12 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,55937,42,"745,827",,
Carbonite,333,Carbonite,7,7 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,55940,42,"745,867",,
NBA Store,1291,NBA Store,6,6 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,56216,843,"3,747,733",,
1800BASKETS,2105,1800BASKETS,6,6 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,56824,"2,841","1,136,480",,
Perricone MD,1442,Perricone MD,12,12 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,57083,"2,854","1,141,660",,
Carol's Daughter,337,Carol's Daughter,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,57255,23,"1,431,375",,
Comfort Suites,418,Comfort Suites,1,1 Coupon,Coupon,2.50%,2.5% Cash Back,Cash Back,57576,14,"2,303,040",,
HockeyMonkey.com,860,HockeyMonkey.com,5,5 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,57662,14,"2,306,480",,
Discount Tire Direct,526,Discount Tire Direct,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,58004,17,"1,933,467",,
Stein Mart,1766,Stein Mart,20,20 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,58152,"2,035","1,661,486",,
Superdry,1800,Superdry,2,2 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,58724,"1,762","1,957,467",,
Jared - The Galleria of Jewelry,958,Jared - The Galleria of Jewelry,8,8 Coupons,Coupons,7.00%,7.0% Cash Back was 3.5%,Cash Back Promo,58785,"4,115","839,786",,
Topshop,1899,Topshop,15,15 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,58848,"1,471","2,353,920",,
Smashbox,1708,Smashbox,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,58926,"2,357","1,473,150",,
Lady Foot Locker,1063,Lady Foot Locker,8,8 Coupons,Coupons,5.00%,5.0% Cash Back was 3.0%,Cash Back Promo,59051,"2,953","1,181,020",,
Jewelry.com,972,Jewelry.com,16,16 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,59768,42,"853,829",,
Brooks Running,288,Brooks Running,2,2 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,59841,24,"1,496,025",,
7 For All Mankind,2130,7 For All Mankind,5,5 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,60182,"1,805","2,006,067",,
B-Glowing,134,B-Glowing,9,9 Coupons,Coupons,$7.50 ,4.5% Cash Back,Cash Back,60578,"4,543","8,077",,
ReStockIt,1567,ReStockIt,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,60649,"1,819","2,021,633",,
Burpee Gardening,304,Burpee Gardening,0,No Coupons Available,N/A,5.00%,5.0% Cash Back,Cash Back,61075,31,"1,221,500",,
Mango,1177,Mango,2,2 Coupons,Coupons,2.50%,Up to 2.5%,Up to Pct off,61240,"1,531","2,449,600",,
Minted,1228,Minted,1,1 Coupon,Coupon,1.50%,1.5% Cash Back,Cash Back,61687,925,"4,112,467",,
Uniform City,1944,Uniform City,8,8 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,61772,"3,089","1,235,440",,
Auto Parts Warehouse,121,Auto Parts Warehouse,4,4 Coupons,Coupons,$15.00 ,4.0% Cash Back,Cash Back,61916,"9,287","4,128",,
AC Lens,9,AC Lens,3,3 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,62128,31,"1,242,560",,
Shoe Metro,1656,Shoe Metro,1,1 Coupon,Coupon,5.00%,5.0% Cash Back,Cash Back,62358,"3,118","1,247,160",,
Tria Beauty,1918,Tria Beauty,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,62644,"1,253","3,132,200",,
Stila Cosmetics,1772,Stila Cosmetics,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,62794,"2,512","1,569,850",,
Overnight Prints,1386,Overnight Prints,24,24 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,63542,"1,589","2,541,680",,
Younkers,2075,Younkers,22,22 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,63637,"1,273","3,181,850",,
1800FLORALS,2106,1800FLORALS,0,No Coupons Available,N/A,10.00%,10.0% Cash Back,Cash Back,64551,"6,455","645,510",,
Design Within Reach,504,Design Within Reach,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,64658,16,"2,586,320",,
Sandals All Inclusive Resorts,1622,Sandals All Inclusive Resorts,16,16 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,64986,"1,300","3,249,300",,
Nasty Gal,1282,Nasty Gal,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,65406,"2,616","1,635,150",,
Scrubs & Beyond,1633,Scrubs & Beyond,8,8 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,65432,"3,272","1,308,640",,
Footaction,690,Footaction,10,10 Coupons,Coupons,5.00%,5.0% Cash Back was 3.0%,Cash Back Promo,65802,"3,290","1,316,040",,
Lacoste,1061,Lacoste,4,4 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,67115,"1,342","3,355,750",,
Ashley Stewart,105,Ashley Stewart,5,5 Coupons,Coupons,$10.00 ,3.5% Cash Back was 2.5%,Dollars Cash Back Promo,67388,10,N/a,,
bareMinerals,156,bareMinerals,5,5 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,67801,34,"1,356,020",,
Campmor,327,Campmor,18,18 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,68956,34,"1,379,120",,
JCWhitney,962,JCWhitney,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,69690,28,"1,742,250",,
Luggage Pros,1147,Luggage Pros,1,1 Coupon,Coupon,4.00%,4.0% Cash Back,Cash Back,69872,"2,795","1,746,800",,
Calendars.com,317,Calendars.com,4,4 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,69960,52,"932,800",,
Motherhood Maternity,1249,Motherhood Maternity,5,5 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,70099,"1,752","2,803,960",,
Pharmaca,1465,Pharmaca,27,27 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,70622,"4,237","1,177,033",,
Paul Fredrick,1417,Paul Fredrick,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,71079,"2,843","1,776,975",,
Westin,2028,Westin,0,No Coupons Available,N/A,2.50%,2.5% Cash Back,Cash Back,71117,"1,778","2,844,680",,
Gaiam,725,Gaiam,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,71323,36,"1,426,460",,
Lumens,1154,Lumens,19,19 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,71658,"1,433","3,582,900",,
Performance Bicycle,1438,Performance Bicycle,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,71679,717,"7,167,900",,
Tervis,1845,Tervis,4,4 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,71829,"2,873","1,795,725",,
Deep Discount,494,Deep Discount,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,72130,22,"2,404,333",,
Discount Contact Lenses,522,Discount Contact Lenses,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,72496,36,"1,449,920",,
Budget Truck Rental,294,Budget Truck Rental,8,8 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,72532,18,"2,901,280",,
Kaplan Test Prep,1012,Kaplan Test Prep,0,No Coupons Available,N/A,3.00%,3.0% Cash Back,Cash Back,72899,"2,187","2,429,967",,
SkinCareRx,1689,SkinCareRx,0,No Coupons Available,N/A,3.75%,3.75% Cash Back,Cash Back,73539,"2,758","1,961,040",,
All About Dance,52,All About Dance,13,13 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,73903,30,"1,847,575",,
Just My Size,1006,Just My Size,5,5 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,74022,"2,221","2,467,400",,
Boston Proper,270,Boston Proper,2,2 Coupons,Coupons,3.00%,3.0% Cash Back was 2.0%,Cash Back Promo,74067,"2,222","2,468,900",,
Vegas.com,1965,Vegas.com,6,6 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,74079,"2,593","2,116,543",,
Country Inns & Suites,443,Country Inns & Suites,4,4 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,74626,26,"2,132,171",,
AllPosters,57,AllPosters,2,2 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,74816,45,"1,246,933",,
Virgin America,1980,Virgin America,14,14 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,74816,748,"7,481,600",,
Checks in the Mail,372,Checks in the Mail,10,10 Coupons,Coupons,12.00%,12.0% Cash Back,Cash Back,75802,91,"631,683",,
Costume SuperCenter,439,Costume SuperCenter,4,4 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,75873,19,"3,034,920",,
Meaningful Beauty,1203,Meaningful Beauty,3,3 Coupons,Coupons,15.00%,15.0% Cash Back,Cash Back,76452,"11,468","509,680",,
Maryland Square,1192,Maryland Square,1,1 Coupon,Coupon,7.50%,7.5% Cash Back,Cash Back,77136,"5,785","1,028,480",,
Payless Shoes,1423,Payless Shoes,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,77167,"2,315","2,572,233",,
Spafinder Wellness 365,1732,Spafinder Wellness 365,3,3 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,77365,"3,868","1,547,300",,
Sheraton,1650,Sheraton,0,No Coupons Available,N/A,2.50%,2.5% Cash Back,Cash Back,78601,"1,965","3,144,040",,
Kids Foot Locker,1034,Kids Foot Locker,11,11 Coupons,Coupons,5.00%,5.0% Cash Back was 3.0%,Cash Back Promo,78674,"3,934","1,573,480",,
Textbooks.com,1849,Textbooks.com,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,79085,"2,373","2,636,167",,
Swarovski,1810,Swarovski,3,3 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,79325,"1,587","3,966,250",,
Extended Stay America,632,Extended Stay America,12,12 Coupons,Coupons,4.00%,4.0% Cash Back was 1.5%,Cash Back Promo,79512,"3,180","1,987,800",,
Ace Hardware,13,Ace Hardware,25,25 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,80182,24,"2,672,733",,
Intuit QuickBooks Online,924,Intuit QuickBooks Online,7,7 Coupons,Coupons,$7.50 ,Up to $7.50,Up to Dollars,80582,8,N/a,,
Light in the Box,1102,Light in the Box,30,30 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,80882,"4,853","1,348,033",,
Sperry,1738,Sperry,20,20 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,80971,"2,834","2,313,457",,
Ritz Camera,1576,Ritz Camera,7,7 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,80985,810,"8,098,500",,
Giorgio Armani Beauty,760,Giorgio Armani Beauty,4,4 Coupons,Coupons,5.00%,5.0% Cash Back was 4.0%,Cash Back Promo,81249,"4,062","1,624,980",,
See's Candies,1639,See's Candies,2,2 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,81460,"2,851","2,327,429",,
4Checks,2125,4Checks,6,6 Coupons,Coupons,12.50%,12.5% Cash Back,Cash Back,81780,"10,223","654,240",,
Comfort Inn,417,Comfort Inn,1,1 Coupon,Coupon,2.50%,2.5% Cash Back,Cash Back,81928,20,"3,277,120",,
Ray-Ban,1544,Ray-Ban,3,3 Coupons,Coupons,6.00%,6.0% Cash Back was 4.0%,Cash Back Promo,82255,"4,935","1,370,917",,
Edible Arrangements,585,Edible Arrangements,5,5 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,82494,8,"8,249,400",,
EyeBuyDirect.com,633,EyeBuyDirect.com,5,5 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,82497,50,"1,374,950",,
Sorel,1727,Sorel,5,5 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,83092,"4,155","1,661,840",,
Haband,807,Haband,1,1 Coupon,Coupon,4.00%,4.0% Cash Back,Cash Back,83404,33,"2,085,100",,
Intuit Quickbooks Self Employed,925,Intuit Quickbooks Self Employed,0,No Coupons Available,N/A,$37.50 ,Up to $37.50,Up to Dollars,83645,38,N/a,,
Pfaltzgraff,1464,Pfaltzgraff,12,12 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,84108,"3,364","2,102,700",,
Carsons,343,Carsons,25,25 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,84499,17,"4,224,950",,
TracFone,1909,TracFone,11,11 Coupons,Coupons,11.00%,Up to 11.0%,Up to Pct off,85294,"9,382","775,400",,
Ticketnetwork.com,1868,Ticketnetwork.com,3,3 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,85751,"5,145","1,429,183",,
Book Outlet,262,Book Outlet,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,85842,43,"1,716,840",,
Eastern Mountain Sports,573,Eastern Mountain Sports,4,4 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,86559,35,"2,163,975",,
The Gallery Collection,726,The Gallery Collection,1,1 Coupon,Coupon,7.50%,7.5% Cash Back,Cash Back,86652,65,"1,155,360",,
Jockey,978,Jockey,1,1 Coupon,Coupon,4.00%,4.0% Cash Back,Cash Back,86681,35,"2,167,025",,
Wilsons Leather,2037,Wilsons Leather,4,4 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,86947,"4,347","1,738,940",,
Naturalizer,1288,Naturalizer,9,9 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,87020,"2,611","2,900,667",,
BJ's,223,BJ's,7,7 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,88858,9,"8,885,800",,
Dooney & Bourke,546,Dooney & Bourke,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,89495,36,"2,237,375",,
Samsonite,1618,Samsonite,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,89832,"2,246","3,593,280",,
OtterBox,1381,OtterBox,3,3 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,89851,"4,493","1,797,020",,
Bliss,235,Bliss,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,90498,36,"2,262,450",,
Discount School Supply,524,Discount School Supply,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,90543,18,"4,527,150",,
Shu Uemura,1670,Shu Uemura,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,90572,"2,717","3,019,067",,
Sundance Catalog,1795,Sundance Catalog,3,3 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,90587,906,"9,058,700",,
BooksAMillion,267,BooksAMillion,22,22 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,91084,14,"6,072,267",,
Raise.com,1538,Raise.com,84,84 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,91107,911,"9,110,700",,
Biotherm,220,Biotherm,2,2 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,91143,27,"3,038,100",,
MY M&M's,1270,MY M&M's,6,6 Coupons,Coupons,10.00%,10.0% Cash Back was 4.0%,Cash Back Promo,91514,"9,151","915,140",,
OpenSky,1367,OpenSky,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,93802,"3,752","2,345,050",,
AliExpress,51,AliExpress,2,2 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,94509,33,"2,700,257",,
AJ Madison,40,AJ Madison,16,16 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,95705,19,"4,785,250",,
Blinds.com,231,Blinds.com,3,3 Coupons,Coupons,3.50%,3.5% Cash Back was 2.5%,Cash Back Promo,96772,"3,387","2,764,914",,
PsPrint,1507,PsPrint,7,7 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,98905,"3,956","2,472,625",,
TGW.com,1853,TGW.com,13,13 Coupons,Coupons,3.25%,3.25% Cash Back,Cash Back,99234,"3,225","3,053,354",,
Crabtree & Evelyn,449,Crabtree & Evelyn,15,15 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,99416,50,"1,988,320",,
StrawberryNET,1779,StrawberryNET,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,100972,"4,039","2,524,300",,
GUESS,796,GUESS,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,101468,30,"3,382,267",,
ICE.com,902,ICE.com,1,1 Coupon,Coupon,2.50%,2.5% Cash Back,Cash Back,101643,25,"4,065,720",,
Mixbook,1235,Mixbook,3,3 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,101725,"5,086","2,034,500",,
Christopher and Banks,386,Christopher and Banks,11,11 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,102159,31,"3,405,300",,
Alibris,48,Alibris,8,8 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,102416,26,"4,096,640",,
Barneys Warehouse,161,Barneys Warehouse,0,No Coupons Available,N/A,3.00%,3.0% Cash Back,Cash Back,102611,31,"3,420,367",,
Kipling,1037,Kipling,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,102790,"2,056","5,139,500",,
Lucky Brand,1143,Lucky Brand,0,No Coupons Available,N/A,2.00%,2.0% Cash Back,Cash Back,102966,"2,059","5,148,300",,
LensMart,1089,LensMart,3,3 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,103133,"7,219","1,473,329",,
GlassesUSA,763,GlassesUSA,4,4 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,106901,80,"1,425,347",,
Lumber Liquidators,1153,Lumber Liquidators,6,6 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,107663,"2,153","5,383,150",,
Vitamin World,1992,Vitamin World,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,108076,"4,323","2,701,900",,
Lillian Vernon,1108,Lillian Vernon,3,3 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,109406,"3,829","3,125,886",,
Catherines,351,Catherines,5,5 Coupons,Coupons,3.00%,3.0% Cash Back was 2.5%,Cash Back Promo,109546,"3,286","3,651,533",,
Kay Jewelers,1021,Kay Jewelers,37,37 Coupons,Coupons,7.00%,7.0% Cash Back was 3.5%,Cash Back Promo,109663,"7,676","1,566,614",,
Frederick's of Hollywood,704,Frederick's of Hollywood,4,4 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,110220,44,"2,755,500",,
Clarks,397,Clarks,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,110256,44,"2,756,400",,
Lakeside Collection,1064,Lakeside Collection,3,3 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,110902,"2,218","5,545,100",,
Calvin Klein,321,Calvin Klein,11,11 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,111088,39,"3,173,943",,
Shindigz,1652,Shindigz,15,15 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,111935,"6,716","1,865,583",,
Rite Aid,1575,Rite Aid,10,10 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,112011,"5,601","2,240,220",,
Thrifty Car Rental,1863,Thrifty Car Rental,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,112442,"4,498","2,811,050",,
Bookbyte,263,Bookbyte,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,113106,45,"2,827,650",,
Rosetta Stone,1595,Rosetta Stone,7,7 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,113492,"6,810","1,891,533",,
West Marine,2026,West Marine,6,6 Coupons,Coupons,5.00%,Up to 5.0%,Up to Pct off,113562,"5,678","2,271,240",,
FramesDirect,701,FramesDirect,1,1 Coupon,Coupon,8.00%,Up to 8.0%,Up to Pct off,114277,91,"1,428,463",,
Staples Copy and Print,1759,Staples Copy and Print,5,5 Coupons,Coupons,6.50%,6.5% Cash Back,Cash Back,116131,"7,549","1,786,631",,
Lenox,1087,Lenox,0,No Coupons Available,N/A,4.50%,4.5% Cash Back,Cash Back,116178,"5,228","2,581,733",,
Teavana,1835,Teavana,12,12 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,116795,"3,504","3,893,167",,
Candlewood Suites,328,Candlewood Suites,3,3 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,116969,53,"2,599,311",,
Agoda,30,Agoda,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,119530,36,"3,984,333",,
Theory,1854,Theory,3,3 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,120040,"3,601","4,001,333",,
Stuart Weitzman,1783,Stuart Weitzman,2,2 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,120516,"6,026","2,410,320",,
Discount Tire - America's Tire,525,Discount Tire - America's Tire,5,5 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,120770,36,"4,025,667",,
Newark,1305,Newark,1,1 Coupon,Coupon,3.50%,3.5% Cash Back,Cash Back,120797,"4,228","3,451,343",,
TireBuyer,1884,TireBuyer,7,7 Coupons,Coupons,4.50%,4.5% Cash Back was 3.0%,Cash Back Promo,121082,"5,449","2,690,711",,
Joyus,994,Joyus,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,121528,36,"4,050,933",,
Sprint,1750,Sprint,10,10 Coupons,Coupons,$187.50 ,Up to $187.50,Up to Dollars,122070,188,N/a,,
Aldo Shoes,43,Aldo Shoes,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,122476,37,"4,082,533",,
Beachbody,174,Beachbody,15,15 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,123448,62,"2,468,960",,
StayBridge Suites,1762,StayBridge Suites,7,7 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,124737,"5,613","2,771,933",,
Gander Mountain,729,Gander Mountain,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,124751,31,"4,990,040",,
Hanes,818,Hanes,16,16 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,124971,37,"4,165,700",,
AutoZone,124,AutoZone,3,3 Coupons,Coupons,$12.50 ,2.0% Cash Back,Cash Back,126094,"15,762","10,088",,
McAfee,1200,McAfee,0,No Coupons Available,N/A,20.00%,20.0% Cash Back,Cash Back,126438,"25,288","632,190",,
Vans,1961,Vans,1,1 Coupon,Coupon,4.00%,4.0% Cash Back,Cash Back,126790,"5,072","3,169,750",,
e.l.f. Cosmetics,569,e.l.f. Cosmetics,1,1 Coupon,Coupon,3.50%,3.5% Cash Back,Cash Back,127560,45,"3,644,571",,
Easy Spirit,577,Easy Spirit,2,2 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,127563,51,"3,189,075",,
Reebok,1554,Reebok,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,128980,"2,580","6,449,000",,
Zenni Optical,2087,Zenni Optical,2,2 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,129779,"2,596","6,488,950",,
LuLu*s,1151,LuLu*s,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,129833,"1,298","12,983,300",,
Panasonic,1397,Panasonic,12,12 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,130895,"2,618","6,544,750",,
Collections Etc.,412,Collections Etc.,1,1 Coupon,Coupon,2.50%,2.5% Cash Back,Cash Back,131138,33,"5,245,520",,
BH Cosmetics,211,BH Cosmetics,4,4 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,132138,66,"2,642,760",,
The Popcorn Factory,1486,The Popcorn Factory,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,133977,"4,019","4,465,900",,
StrideRite,1781,StrideRite,5,5 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,134523,"6,054","2,989,400",,
Spanx,1733,Spanx,0,No Coupons Available,N/A,3.00%,3.0% Cash Back,Cash Back,136331,"4,090","4,544,367",,
BCBG,172,BCBG,5,5 Coupons,Coupons,6.00%,6.0% Cash Back,Cash Back,136504,82,"2,275,067",,
