ground_strikes_landed,strikes_avoided_pct,attempted_strikes,weight,passes,hometown,age,reach,leg_reach,fighter_name,submissions,takedowns_defended_pct,successful_takedowns,attempted_takedowns,sweeps,fight_out_of,height,standing_strikes_landed,fight_record,other_strikes_landed
34,69,237,135 lb ( 61 kg ),3,"Bishop Auckland, County Durham England ",31,"69""","40""",david-Grant,0,65,3,10,1,"Bishop Auckland, County Durham England","5' 8"" ( 172 cm )",66,10-3-0,26
,,,None,,USA,None,None,None,steven-Graham,,,,,,None,None,,None,
None,38,11,180 lb ( 81 kg ),0,"Rio de Janeiro, Rio de Janeiro Brazil",50,None,None,royce-Gracie,0,67,0,0,0,None,"6' 1"" ( 185 cm )",2,None,None
5,55,46,240 lb ( 109 kg ),2,Rio de Janeiro Brazil,38,None,None,rolles-Gracie,0,N/A		,1,10,0,None,"6' 4"" ( 193 cm )",9,None,1
6,61,29,185 lb ( 84 kg ),1,Rio de Janeiro Brazil,35,"79""",None,roger-Gracie,0,60,2,4,0,London England,"6' 4"" ( 193 cm )",5,None,1
None,56,109,170 lb ( 77 kg ),0,Rio de Janeiro Brazil,49,None,None,renzo-Gracie,0,40,0,1,0,None,"5' 10"" ( 177 cm )",5,None,None
None,50,6,241 lb ( 109 kg ),0,Opole Poland,36,None,None,damian-Grabowski,0,N/A		,0,1,0,Opole Poland,"6' 1"" ( 185 cm )",1,20-4-0,None
None,58,43,155 lb ( 70 kg ),0,Gorazde Bosnia,30,None,None,damir-Hadzovic,0,N/A		,0,0,0,Copenhagen Denmark,"5' 11"" ( 180 cm )",None,10-3-0,None
15,57,503,185 lb ( 84 kg ),8,Fortaleza Brazil,38,None,None,wilson-Gouveia,10,58,4,6,0,None,"6' 1"" ( 185 cm )",148,None,38
,,,None,,USA,None,None,None,keith-Hackney,,,,,,None,None,,None,
13,66,101,170 lb ( 77 kg ),10,"Newport Beach, California USA",42,None,None,mike-Guymon,2,55,3,8,1,None,"6' 0"" ( 182 cm )",13,None,40
None,47,56,145 lb ( 65 kg ),0,"Guadalajara, Jalisco Mexico",26,"69""","40""",horacio-gutierrez,0,50,0,0,0,"Chicago, Illinois United States","5' 10"" ( 177 cm )",4,None,None
49,51,1356,205 lb ( 93 kg ),15,Arboga Sweden,30,"79""","46""",alexander-Gustafsson,5,86,17,42,0,Stockholm Sweden,"6' 5"" ( 195 cm )",400,17-4-0,95
None,61,117,205 lb ( 93 kg ),0,Goiania Brazil,39,None,None,andre-Gusmao,0,60,0,1,0,None,"6' 2"" ( 187 cm )",19,None,None
,,,155 lb ( 70 kg ),,Fortaleza Brazil,40,None,None,jorge-gurgel,,,,,,"Cincinnati, Ohio USA","5' 9"" ( 175 cm )",,None,
,,,None,,USA,None,None,None,fabio-Gurgel,,,,,,None,None,,None,
4,59,171,155 lb ( 70 kg ),7,"Houston, Texas USA",37,"71""",None,john-Gunderson,6,11,5,15,0,"Las Vegas, NV USA","5' 9"" ( 175 cm )",20,None,23
,,,None,,USA,None,None,None,brad-Gumm,,,,,,None,None,,None,
42,63,406,185 lb ( 84 kg ),1,"Itapemirim, Espirito Santo Brazil",33,None,None,marcelo-Guimaraes,0,N/A		,6,43,0,"Vitoria, Espirito Santo Brazil","6' 0"" ( 182 cm )",168,9-2-1,1
58,66,1128,155 lb ( 70 kg ),6,"New Orleans, LA USA",33,"68""",None,melvin-Guillard,2,61,14,21,2,"Coconut Creek, FL USA","5' 9"" ( 175 cm )",312,None,78
103,66,2119,145 lb ( 65 kg ),47,"Round Lake, Illinois USA",35,"70""","38""",clay-Guida,14,70,61,164,1,"Johnsburg, Illinois USA","5' 7"" ( 170 cm )",382,32-14-0,176
10,58,112,155 lb ( 70 kg ),5,"San Diego, California USA",35,None,None,shannon-Gugerty,8,50,5,18,0,None,"5' 10"" ( 177 cm )",28,None,6
17,34,99,230 lb ( 104 kg ),1,Vienna Austria,41,None,None,nandor-Guelmino,0,43,0,3,0,Vienna Austria,"6' 3"" ( 190 cm )",29,None,10
10,61,351,135 lb ( 61 kg ),6,"Cangzhou, Hebei province P.R. China",35,"64""","40""",guangyou-Ning,1,63,4,8,0,Beijing China,"5' 4"" ( 162 cm )",111,6-4-1,25
24,52,225,155 lb ( 70 kg ),0,"Page, Arizona United States",30,"68""","39""",chris-Gruetzemacher,0,69,0,0,0,"Surprise, Arizona United States","5' 8"" ( 172 cm )",96,13-2-0,11
None,42,176,170 lb ( 77 kg ),4,"Melbourne, Victoria Australia",40,"73""",None,VIK-GRUJIC,1,27,3,9,0,"Melbourne, Victoria Australia","5' 11"" ( 180 cm )",51,None,None
None,N/A					,3,264 lb ( 119 kg ),1,Klerksdorp South Africa,46,None,None,neil-Grove,1,100,0,0,0,None,"6' 6"" ( 198 cm )",None,None,None
5,63,216,185 lb ( 84 kg ),1,"Tulsa, Oklahoma USA",37,None,None,gerald-Harris,0,73,8,14,1,"Tulsa, OK USA","5' 11"" ( 180 cm )",38,None,13
,,,None,,None,None,None,None,jude-Hargett,,,,,,None,None,,None,
69,51,860,170 lb ( 77 kg ),0,Nottingham England,34,"72""",None,dan-Hardy,3,35,6,17,0,None,"6' 0"" ( 182 cm )",200,"25-10-0, 1NC",35
,,,None,,None,None,None,None,kory-Hangas,,,,,,None,None,,None,
68,47,283,245 lb ( 111 kg ),1,Weesp Holland,41,None,None,antoni-Hardonk,3,40,0,2,1,None,"6' 4"" ( 193 cm )",81,None,25
13,44,95,185 lb ( 84 kg ),1,"Chicago, Illinois USA",30,None,None,james-Hammortree,1,100,2,4,0,None,"6' 3"" ( 190 cm )",14,None,2
21,55,675,185 lb ( 84 kg ),11,"Atascadero, CA USA",34,"75""",None,jared-Hamman,0,31,2,9,3,"Denver, CO USA","6' 3"" ( 190 cm )",183,None,76
,,,None,,None,None,None,None,anthony-Hamlett,,,,,,None,None,,None,
85,43,317,260 lb ( 118 kg ),5,"Kent, Washington United States",36,"76""","45""",anthony-Hamilton,0,83,9,17,0,"Albuquerque, New Mexico United States","6' 5"" ( 195 cm )",42,15-7-0,87
55,61,1346,205 lb ( 93 kg ),11,"Loveland, OH USA",40,None,None,matt-Hamill,0,92,31,91,0,"Utica, NY USA","6' 1"" ( 185 cm )",388,None,128
,,,None,,USA,None,None,None,frank-Hamaker,,,,,,None,None,,None,
25,61,635,115 lb ( 52 kg ),1,Kangwon-do South Korea,29,"62""","35""",seohee-ham,1,67,0,8,1,Busan South Korea,"5' 2"" ( 157 cm )",223,16-8-0,4
13,48,104,155 lb ( 70 kg ),0,"Des Moines, Iowa USA",44,None,None,john-Halverson,2,67,0,0,0,None,"5' 9"" ( 175 cm )",29,None,3
,,,None,,USA,None,None,None,tony-Halme,,,,,,None,None,,None,
70,59,611,155 lb ( 70 kg ),7,Gdynia Poland,29,"71""","41""",piotr-Hallmann,2,71,12,27,0,Gdynia Poland,"5' 9"" ( 175 cm )",172,15-4-0,39
20,44,209,155 lb ( 70 kg ),12,"Olympia, Washington USA",41,None,None,dennis-Hallman,12,25,10,33,2,None,"5' 9"" ( 175 cm )",23,None,51
31,55,577,185 lb ( 84 kg ),1,Spanish Town Jamaica,32,"79""","43""",uriah-Hall,2,73,7,17,4,"Queens, New York USA","6' 0"" ( 182 cm )",219,13-8-0,54
2,74,158,145 lb ( 65 kg ),1,"Arlington, Virginia United States",31,"71""",None,ryan-Hall,1,N/A		,1,5,0,"Falls Church, Virginia United States","5' 10"" ( 177 cm )",52,6-1-0,15
,,,None,,USA,None,None,None,mark-Hall,,,,,,None,None,,None,
,,,None,,None,None,None,None,ryan-Healy,,,,,,None,None,,None,
64,50,837,155 lb ( 70 kg ),5,"Salem, OR USA",33,"74""",None,pat-Healy,3,56,16,58,1,"Portland, OR USA","6' 0"" ( 182 cm )",179,None,44
13,47,302,170 lb ( 77 kg ),0,"Louisa, Kentucky USA",30,"77""",None,dustin-Hazelett,15,25,2,4,1,"Cincinnati, Ohio USA","6' 1"" ( 185 cm )",80,None,29
43,50,208,170 lb ( 77 kg ),5,"Highland, IL USA",32,None,None,james-Head,2,67,1,1,1,"Oklahoma City, OK USA","6' 1"" ( 185 cm )",54,None,4
9,53,178,170 lb ( 77 kg ),1,"Grants Pass, Oregon USA",39,None,None,josh-Haynes,0,43,2,11,1,None,"5' 9"" ( 175 cm )",22,None,9
,,,None,,None,None,None,None,josh-Hayes,,,,,,None,None,,None,
1,55,48,145 lb ( 65 kg ),3,"Indianapolis, Indiana USA",30,None,None,tommy-Hayden,0,67,2,6,0,"Cincinnati, Ohio USA","5' 9"" ( 175 cm )",11,None,1
None,46,29,135 lb ( 61 kg ),1,"Oceanside, CA USA",None,None,None,del-Hawkins,0,N/A		,0,2,1,None,"5' 5"" ( 165 cm )",2,None,None
,,,None,,None,None,None,None,justin-Hawes,,,,,,None,None,,None,
,,,None,,None,None,None,None,bryson-Haubrick,,,,,,None,None,,None,
None,48,39,170 lb ( 77 kg ),0,"Fort Lauderdale, FL USA",34,"70""","38""",hayder-hassan,0,25,0,1,0,"Coconut Creek, FL USA","5' 10"" ( 177 cm )",2,None,None
50,62,1013,170 lb ( 77 kg ),16,"Brighton, Sussex England",29,"75""",None,john-Hathaway,7,61,21,48,1,"Brighton, Sussex England","6' 1"" ( 185 cm )",209,17-2-0,151
5,29,20,205 lb ( 93 kg ),0,"Brisbane, Queensland Australia",47,None,None,chris-Haseman,2,40,0,0,0,None,"6' 0"" ( 182 cm )",5,None,4
26,59,156,170 lb ( 77 kg ),2,"Atlanta, Georgia USA",36,None,None,clay-Harvison,2,68,1,1,1,"Atlanta , Georgia USA","6' 0"" ( 182 cm )",38,None,11
None,66,40,155 lb ( 70 kg ),1,"Bangor, Maine USA",37,None,None,dale-Hartt,2,25,1,1,0,None,"5' 8"" ( 172 cm )",None,None,None
None,51,212,185 lb ( 84 kg ),1,"Santa Rosa, California USA",27,None,None,collin-Hart,0,50,2,12,0,"Santa Rosa, California USA","6' 2"" ( 187 cm )",20,None,None
15,62,377,250 lb ( 113 kg ),0,"Birmingham, Alabama USA",33,"77""","47""",walt-Harris,1,80,0,2,0,"Coconut Creek, Florida USA","6' 5"" ( 195 cm )",106,9-5-0,16
,,,None,,None,None,None,None,trevor-Harris,,,,,,None,None,,None,
13,68,375,125 lb ( 56 kg ),0,Portsmouth England,33,"64""",None,phil-Harris,0,60,5,23,0,Portsmouth England,"5' 4"" ( 162 cm )",85,None,2
,,,None,,USA,None,None,None,paul-Herrera,,,,,,None,None,,None,
7,53,263,125 lb ( 56 kg ),3,"Tampa, Florida USA",26,"66""","36""",geane-herrera,2,38,3,8,1,"Tampa, Florida USA","5' 5"" ( 165 cm )",58,9-3-0,17
3,56,35,170 lb ( 77 kg ),0,"Guadalajara, Jalisco Mexico",26,"74""","41""",alvaro-herrera,0,20,0,0,0,Guadalajara Mexico,"6' 0"" ( 182 cm )",12,9-4-0,1
,,,None,,USA,None,None,None,noe-Hernandez,,,,,,None,None,,None,
None,65,154,135 lb ( 61 kg ),0,"Muscatine, IA USA",30,None,None,ramiro-Hernandez-Jr,0,N/A		,0,0,0,"Coconut Creek, FL USA","5' 9"" ( 175 cm )",None,None,None
30,65,205,185 lb ( 84 kg ),1,Uddevalla Sweden,28,"77""","46""",jack-hermansson,0,75,1,6,0,Oslo Norway,"6' 1"" ( 185 cm )",71,14-3-0,1
163,42,989,205 lb ( 93 kg ),33,"Vancouver, Washington USA",36,"77""","42""",ed-Herman,13,67,31,60,4,"Portland, Oregon USA","6' 1"" ( 185 cm )",180,"24-12-0, 1NC",173
14,49,213,242 lb ( 109 kg ),1,"Columbia City, Indiana USA",32,"76""",None,dave-Herman,0,58,3,3,0,"Lebanon, Tennessee USA","6' 4"" ( 193 cm )",95,None,16
6,55,105,243 lb ( 110 kg ),7,Rio de Janeiro Brazil,23,"74""",None,luis-henrique,3,100,8,19,0,Rio de Janerio Brazil,"6' 2"" ( 187 cm )",17,"10-2-0, 1NC",33
None,29,5,240 lb ( 109 kg ),0,"Dennison, Ohio USA",40,None,None,josh-Hendricks,0,N/A		,0,0,0,None,"6' 2"" ( 187 cm )",None,None,None
223,54,1828,170 lb ( 77 kg ),22,"Ada, Oklahoma USA",33,"69""","39""",johny-Hendricks,6,61,69,143,0,"Fort Worth, Texas USA","5' 9"" ( 175 cm )",544,17-5-0,87
None,43,118,205 lb ( 93 kg ),0,"Lynden, Washington USA",28,None,None,cory-hendricks,0,100,0,2,0,"Las Vegas, Nevada USA","6' 3"" ( 190 cm )",10,3-1-0,None
122,52,1059,185 lb ( 84 kg ),10,"Downey, California USA",46,"74""","39""",dan-Henderson,4,58,11,31,3,"Temecula, California USA","5' 11"" ( 180 cm )",257,32-15-0,88
200,64,2088,170 lb ( 77 kg ),33,"Colorado Springs, Colorado USA",33,"70""","38""",benson-Henderson,17,64,52,114,1,"Glendale, Arizona USA","5' 9"" ( 175 cm )",562,None,190
None,19,4,185 lb ( 84 kg ),0,"Teresopolis, RJ Brazil",39,None,None,delson-Heleno,0,N/A		,0,4,0,Rio de Janeiro Brazil,"5' 11"" ( 180 cm )",2,None,None
6,42,160,155 lb ( 70 kg ),4,Tychy Poland,25,"71""","39""",marcin-Held,1,33,5,7,0,Tychy Poland,"5' 9"" ( 175 cm )",43,22-6-0,4
8,65,504,155 lb ( 70 kg ),5,Elsdorf Germany,32,"66""","39""",nick-Hein,0,91,5,15,1,Cologne Germany,"5' 6"" ( 167 cm )",185,"14-2-0, 1NC",2
2,52,25,170 lb ( 77 kg ),3,"Cahokia, IL USA",29,"68""",None,chris-heatherly,0,100,2,4,0,"Cahokia, IL USA","5' 9"" ( 175 cm )",9,None,1
19,56,151,170 lb ( 77 kg ),2,"St. Louis, Missouri USA",32,None,None,jake-Hecht,0,40,3,8,0,"Springfield, Illinois USA","6' 0"" ( 182 cm )",25,None,28
9,58,138,135 lb ( 61 kg ),15,"Van Nuys, CA USA",29,"71""",None,chris-Holdsworth,3,100,5,8,0,"Sacramento, CA USA","5' 11"" ( 180 cm )",31,7-0-0,1
24,57,95,155 lb ( 70 kg ),1,"Adrian, Michigan USA",31,"70""","40""",andrew-holbrook,5,10,2,5,1,"Indianapolis, Indiana USA","5' 11"" ( 180 cm )",15,12-1-0,13
8,57,288,205 lb ( 93 kg ),7,"Eagle River, Alaska USA",36,None,None,sam-Hoger,6,29,5,13,1,None,"6' 3"" ( 190 cm )",52,None,12
22,19,37,260 lb ( 118 kg ),2,"Centerville, IA - USA USA",50,None,None,bobby-Hoffman,1,N/A		,1,2,1,None,"6' 2"" ( 187 cm )",1,None,3
27,53,251,135 lb ( 61 kg ),8,"Dallas, TX USA",30,"70""",None,matt-Hobar,0,50,8,18,0,"Dallas, TX USA","5' 10"" ( 177 cm )",37,9-3-0,42
7,55,151,170 lb ( 77 kg ),13,Yamaguchi Japan,40,None,None,kuniyoshi-Hironaka,3,25,8,25,0,None,"5' 10"" ( 177 cm )",26,None,33
16,53,510,145 lb ( 65 kg ),7,Nagasaki Japan,35,"67""","40""",mizuto-hirota,0,65,9,14,0,Tokyo Japan,"5' 7"" ( 170 cm )",179,19-7-2,30
22,66,578,145 lb ( 65 kg ),28,"Nagoya, Aichi Pref. Japan",33,"70""",None,hatsu-Hioki,5,54,18,33,2,"Nagoya, Aichi Pref. Japan","5' 11"" ( 180 cm )",178,None,52
None,26,52,235 lb ( 106 kg ),5,"Jefferson, Ohio USA",43,None,None,branden-Lee-Hinkle,4,67,4,7,0,None,"6' 2"" ( 187 cm )",28,None,None
16,70,153,155 lb ( 70 kg ),5,"Martinsburg, West Virginia USA",38,None,None,corey-Hill,0,100,4,5,0,None,"6' 4"" ( 193 cm )",33,None,22
112,59,458,115 lb ( 52 kg ),0,"Clinton, Maryland United States",32,"64""","38""",angela-Hill,0,75,0,1,1,"San Diego, California United States","5' 3"" ( 160 cm )",112,6-3-0,11
None,21,56,170 lb ( 77 kg ),1,"Boulder, CO USA",35,None,None,richie-Hightower,0,100,1,1,0,None,"5' 9"" ( 175 cm )",6,None,None
8,48,119,155 lb ( 70 kg ),15,"Kansas City, MO USA",35,"73""",None,jason-High,9,38,8,10,2,"Kansas City, MO USA","5' 8"" ( 172 cm )",29,None,5
3,62,164,170 lb ( 77 kg ),8,"Freeport, NY USA",40,None,None,jay-Hieron,3,67,9,17,0,"Las Vegas, Nevada USA","6' 0"" ( 182 cm )",40,None,4
43,58,384,145 lb ( 65 kg ),24,"Kingston, Pennsylvania USA",29,"71""","40""",jim-Hettes,6,62,22,49,2,"Swoyersville, Pennsylvania USA","5' 9"" ( 175 cm )",109,11-3-0,68
14,62,145,155 lb ( 70 kg ),6,"Clarksville, Texas USA",41,None,None,marcus-Hicks,12,25,8,15,1,None,"5' 7"" ( 170 cm )",43,None,6
,,,None,,USA,None,None,None,jon-Hess,,,,,,None,None,,None,
23,57,579,205 lb ( 93 kg ),6,"Hattiesburg, MS USA",30,"77""",None,clint-Hester,0,60,5,14,2,"Atlanta, GA USA","6' 2"" ( 187 cm )",191,None,34
19,55,412,250 lb ( 113 kg ),6,"Waco, TX USA",38,None,None,heath-Herring,1,33,5,6,6,None,"6' 4"" ( 193 cm )",55,None,98
9,48,200,135 lb ( 61 kg ),0,"Modesto, California USA",38,None,None,jeff-Hougland,4,N/A		,3,16,2,"Enumclaw, WA USA","5' 7"" ( 170 cm )",79,None,9
18,38,63,185 lb ( 84 kg ),2,"Pasadena, California USA",38,None,None,matt-Horwich,8,28,0,2,2,None,"6' 2"" ( 187 cm )",15,None,7
25,66,400,155 lb ( 70 kg ),6,"London, Ontario Canada",29,None,None,chris-Horodecki,3,38,5,9,0,"London, Ontario Canada","5' 8"" ( 172 cm )",119,None,9
20,55,248,185 lb ( 84 kg ),4,"Omaha, Nebraska USA",41,None,None,jeremy-Horn,7,30,2,15,1,None,"6' 2"" ( 187 cm )",61,None,9
70,62,900,125 lb ( 56 kg ),11,Gunma Japan,26,"66""","37""",kyoji-Horiguchi,0,55,15,34,0,"Coconut Creek, Florida USA","5' 5"" ( 165 cm )",273,18-2-0,63
,,,None,,USA,None,None,None,moti-Horenstein,,,,,,None,None,,None,
None,29,27,155 lb ( 70 kg ),0,"Chicago, Illinois USA",29,"72""",None,darrell-horcher,0,33,0,0,0,"Shermansdale, PA USA","5' 10"" ( 177 cm )",1,12-2-0,None
43,56,503,145 lb ( 65 kg ),1,Auckland New Zealand,26,"75""","42""",dan-Hooker,1,75,1,3,2,Auckland New Zealand,"6' 0"" ( 182 cm )",146,14-7-0,14
,,,None,,USA,None,None,None,david-Hood,,,,,,None,None,,None,
,,,None,,USA,None,None,None,satoshi-Honma,,,,,,None,None,,None,
None,40,80,170 lb ( 77 kg ),0,"New Brunswick, NJ USA",28,"72""","41""",sabah-homasi,0,N/A		,2,2,0,"Coconut Creek, FL USA","6' 0"" ( 182 cm )",5,11-6-0,None
65,60,485,155 lb ( 70 kg ),9,"Knoxville , Tennessee USA",33,"69""","39""",scott-holtzman,2,60,9,15,1,"Knoxville , Tennessee USA","5' 9"" ( 175 cm )",136,9-2-0,26
20,70,1064,145 lb ( 65 kg ),2,"Thamesford, Ontario Canada",34,None,None,mark-Hominick,3,71,2,3,1,"Thamesford, Ontario Canada","5' 8"" ( 172 cm )",384,None,57
1,48,26,155 lb ( 70 kg ),1,"Ottawa, Ontario Canada",31,None,None,mark-Holst,3,60,1,1,0,None,"6' 0"" ( 182 cm )",2,None,2
3,46,263,125 lb ( 56 kg ),21,Dublin Ireland,28,"69""","39""",patrick-Holohan,5,71,11,23,2,"Tallaght, Dublin Ireland","5' 10"" ( 177 cm )",78,12-2-1,41
16,56,92,155 lb ( 70 kg ),0,Independence Louisiana,30,None,None,kurt-Holobaugh,2,60,1,2,0,"Hammond, Louisiana USA","5' 11"" ( 180 cm )",15,None,10
None,41,32,205 lb ( 93 kg ),0,"Columbus, OH USA",47,None,None,rex-Holman,0,100,0,4,0,None,"6' 2"" ( 187 cm )",1,None,None
27,63,794,145 lb ( 65 kg ),0,"Albuquerque, New Mexico United States",35,"69""","38""",holly-holm,0,77,2,2,0,"Albuquerque, New Mexico United States","5' 8"" ( 172 cm )",230,10-2-0,3
140,67,2436,145 lb ( 65 kg ),14,"Oahu, Hawaii USA",25,"69""","42""",max-Holloway,7,83,4,5,0,"Waianae, Hawaii USA","5' 11"" ( 180 cm )",828,17-3-0,91
33,50,373,260 lb ( 118 kg ),3,"Springfield, MO. USA",39,None,None,brad-Imes,3,N/A		,5,7,1,None,"6' 7"" ( 200 cm )",68,None,18
,,,None,,None,None,None,None,toby-Imada,,,,,,None,None,,None,
13,43,76,154 lb ( 70 kg ),3,"Santa Catarina, Brazil USA",46,None,None,fabiano-Iha,4,50,4,10,0,None,"5' 8"" ( 172 cm )",11,None,12
,,,None,,USA,None,None,None,valeri-Ignatov,,,,,,None,"5' 10"" ( 177 cm )",,None,
,,,None,,USA,None,None,None,minoki-Ichihara,,,,,,None,None,,None,
29,64,1152,155 lb ( 70 kg ),6,"Wantagh, New York USA",29,"70""",None,al-Iaquinta,3,85,8,27,0,"Wantagh, New York USA","5' 9"" ( 175 cm )",419,12-3-1,25
None,65,28,185 lb ( 84 kg ),1,"Racine, Wisconsin",44,None,None,solomon-Hutcherson,0,N/A		,1,1,1,None,"5' 11"" ( 180 cm )",6,None,None
,,,None,,None,None,None,None,erick-Husbands,,,,,,None,None,,None,
,,,None,,None,None,None,None,joe-Hurley,,,,,,None,None,,None,
,,,None,,USA,None,None,None,alex-Hunter,,,,,,None,None,,None,
,,,185 lb ( 84 kg ),,"Sault Ste. Marie, Ontario Canada",33,"73""","40""",adam-hunter,,,,,,"Fredericton, New Brunswick Canada","6' 1"" ( 185 cm )",,7-1-0,
16,52,810,265 lb ( 120 kg ),8,South Auckland New Zealand,42,"72""","43""",mark-hunt,1,67,7,13,1,Sydney Australia,"5' 10"" ( 177 cm )",305,12-11-1,39
44,54,817,170 lb ( 77 kg ),76,"Hillsboro, Illinois USA",43,None,None,matt-Hughes,16,35,40,80,4,"Hilsboro, Illinois USA","5' 9"" ( 175 cm )",140,None,252
None,43,19,190 lb ( 86 kg ),4,"Hillsboro, IL USA",43,None,None,mark-Hughes,3,N/A		,2,4,0,None,"5' 8"" ( 172 cm )",8,None,None
44,57,911,155 lb ( 70 kg ),26,"Los Angeles, California USA",33,None,None,roger-Huerta,3,53,13,28,5,None,"5' 9"" ( 175 cm )",148,None,141
None,43,67,125 lb ( 56 kg ),0,"Ada, Oklahoma USA",33,"69""",None,shane-Howell,0,20,0,0,1,"Oklahoma City, Oklahoma USA","5' 8"" ( 172 cm )",2,None,None
99,51,727,170 lb ( 77 kg ),19,"Boston, Massachusetts USA",33,"71""","40""",john-Howard,5,54,31,63,3,"Boston, Massachusetts USA","5' 7"" ( 170 cm )",222,23-12-0,48
,,,None,,USA,None,None,None,harold-Howard,,,,,,None,None,,None,
None,53,84,185 lb ( 84 kg ),0,"Riverdale, GA USA",35,"78""",None,brian-Houston,0,88,1,1,0,"Omaha, NE USA","6' 2"" ( 187 cm )",6,None,None
5,64,214,185 lb ( 84 kg ),1,"Grand Falls-Winsor, Newfoundland Canada",35,"76""","44""",ryan-janes,0,60,0,0,1,"Victoria, British Columbia Canada","6' 3"" ( 190 cm )",75,9-1-0,2
8,50,36,155 lb ( 70 kg ),0,"Council Bluffs, Iowa USA",40,None,None,justin-James,1,50,0,0,0,None,"5' 10"" ( 177 cm )",3,None,2
None,62,198,185 lb ( 84 kg ),0,"Ft. Morgan, Colorado USA",28,None,None,dustin-Jacoby,0,29,0,0,0,"Springfield, Illinois USA","6' 4"" ( 193 cm )",2,None,None
164,55,1186,205 lb ( 93 kg ),9,"Memphis, TN USA",38,"76""",None,quinton-Jackson,0,74,6,20,0,"Irvine, CA USA","6' 1"" ( 185 cm )",303,None,47
None,50,6,170 lb ( 77 kg ),0,"Houston, Texas USA",31,None,None,mike-Jackson,0,N/A		,0,0,0,"Houston, Texas USA","6' 2"" ( 187 cm )",None,None,None
,,,None,,USA,None,None,None,kevin-Jackson,,,,,,None,None,,None,
None,26,51,169 lb ( 76 kg ),2,"Brawley, CA. USA",34,None,None,jeremy-Jackson,0,59,2,5,2,None,"5' 9"" ( 175 cm )",8,None,None
26,44,193,145 lb ( 65 kg ),0,"Durant, Oklahoma USA",28,"71""","41""",damon-jackson,0,60,3,15,0,"Dallas, Texas USA","5' 11"" ( 180 cm )",39,"9-1-1, 1NC",4
None,33,8,184 lb ( 83 kg ),0,"East Paulo Alto, CA USA",50,None,None,eugene-Jackson,3,17,2,3,0,None,"5' 8"" ( 172 cm )",None,None,None
7,27,121,155 lb ( 70 kg ),0,Havana Cuba,33,None,None,yoislandy-Izquierdo,0,50,0,2,0,"Miami, Florida USA","5' 11"" ( 180 cm )",54,None,2
26,63,1039,135 lb ( 61 kg ),14,Port au Prince Haiti,37,"68""",None,yves-Jabouin,1,82,18,30,4,"Montreal, Quebec Canada","5' 7"" ( 170 cm )",354,20-11-0,47
12,58,346,135 lb ( 61 kg ),16,"Ubatuba, Sao Paulo Brazil",33,"69""","39""",leandro-Issa,5,50,10,45,2,Singapore,"5' 7"" ( 170 cm )",95,None,24
,,,None,,USA,None,None,None,wallid-Ismail,,,,,,None,"5' 10"" ( 177 cm )",,None,
,,,None,,None,None,None,None,daisuke-Ishii,,,,,,None,None,,None,
7,59,363,145 lb ( 65 kg ),2,Kagoshima Japan,25,"69""","37""",teruto-ishihara,0,43,0,6,0,Osaka Japan,"5' 7"" ( 170 cm )",157,10-3-2,12
,,,None,,None,None,None,None,chris-Irvine,,,,,,None,None,,None,
7,35,121,185 lb ( 84 kg ),0,"Huntington Beach, California USA",38,None,None,james-Irvin,1,37,0,2,1,None,"6' 2"" ( 187 cm )",35,None,17
,,,None,,USA,None,None,None,enson-Inoue,,,,,,None,None,,None,
None,55,11,205 lb ( 93 kg ),0,Brasilia Brazil,30,"77""",None,guto-Inocente,0,67,0,0,0,"Boca Raton, FL USA","6' 3"" ( 190 cm )",3,None,None
5,68,134,155 lb ( 70 kg ),2,"Ft Leavenworth, Kansas USA",37,None,None,dave-Kaplan,1,N/A		,7,16,1,None,"5' 6"" ( 167 cm )",56,None,1
4,57,273,135 lb ( 61 kg ),30,Busan South Korea,29,"72""",None,kyung-Ho-Kang,6,81,10,14,5,Busan South Korea,"5' 9"" ( 175 cm )",38,"13-7-0, 1NC",78
6,67,173,185 lb ( 84 kg ),18,St. Pierre & Miquelon France,39,None,None,denis-Kang,2,38,8,12,0,None,"5' 11"" ( 180 cm )",31,None,31
12,63,130,135 lb ( 61 kg ),5,"Musashimurayama, Tokyo Japan",34,"67""","40""",masanori-Kanehara,3,64,4,6,1,Japan,"5' 7"" ( 170 cm )",46,None,13
25,62,259,135 lb ( 61 kg ),1,"Kermanshah, Kurdistan Sweden",27,"66""",None,sirwan-kakai,0,83,8,19,0,Gothenburg Sweden,"5' 6"" ( 167 cm )",79,None,3
,,,None,,USA,None,None,None,geza-Kahlman-Jr,,,,,,None,None,,None,
,,,None,,None,None,None,None,patrick-Kaase,,,,,,None,None,,None,
6,71,477,145 lb ( 65 kg ),10,"Hazel Park, Michigan USA",28,"73""","42""",myles-Jury,2,N/A		,13,25,2,"Gilbert, Arizona USA","5' 11"" ( 180 cm )",109,15-2-0,56
110,62,1166,170 lb ( 77 kg ),22,Aarhus Denmark,34,None,None,martin-Kampmann,21,78,19,46,3,"Las Vegas, NV USA","6' 0"" ( 182 cm )",299,None,85
None,45,28,265 lb ( 120 kg ),0,"Hilo, Hawaii USA",38,None,None,scott-Junk,0,N/A		,0,0,0,None,"6' 1"" ( 185 cm )",12,None,None
,,,None,,USA,None,None,None,steve-Judson,,,,,,None,None,,None,
