date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"Feb 24, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3.5,+11.1%,Budweiser | Anheuser-Busch
"Feb 19, 2011",look: 2 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-52.3%,Budweiser | Anheuser-Busch
"Feb 19, 2011",look: 2 | smell: 2.5 | taste: 1.5 | feel: 2.5 | overall: 2,-18.9%,Budweiser | Anheuser-Busch
"Feb 18, 2011",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-7%,Budweiser | Anheuser-Busch
"Feb 18, 2011",look: 2.5 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2,+1.6%,Budweiser | Anheuser-Busch
"Feb 18, 2011",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"Feb 17, 2011",look: 4 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+29.2%,Budweiser | Anheuser-Busch
"Feb 17, 2011",look: 3.5 | smell: 2 | taste: 4 | feel: 2.5 | overall: 5,+45.7%,Budweiser | Anheuser-Busch
"Feb 17, 2011",look: 4 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-51.4%,Budweiser | Anheuser-Busch
"Feb 16, 2011",look: 4 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1,-34.2%,Budweiser | Anheuser-Busch
"Feb 16, 2011",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 4,+15.2%,Budweiser | Anheuser-Busch
"Feb 11, 2011",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Feb 09, 2011",look: 3 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3,+11.5%,Budweiser | Anheuser-Busch
"Feb 09, 2011",look: 3.5 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3,+28%,Budweiser | Anheuser-Busch
"Feb 08, 2011",look: 1 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-22.2%,Budweiser | Anheuser-Busch
"Feb 08, 2011",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+25.5%,Budweiser | Anheuser-Busch
"Feb 04, 2011",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 4,-11.5%,Budweiser | Anheuser-Busch
"Feb 03, 2011",look: 3 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-29.6%,Budweiser | Anheuser-Busch
"Feb 02, 2011",look: 2 | smell: 1 | taste: 1 | feel: 1.5 | overall: 2,-46.1%,Budweiser | Anheuser-Busch
"Jan 26, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-3.3%,Budweiser | Anheuser-Busch
"Jan 26, 2011",look: 4.5 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 5,+67.1%,Budweiser | Anheuser-Busch
"Jan 25, 2011",look: 2.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 4.5,+32.5%,Budweiser | Anheuser-Busch
"Jan 24, 2011",look: 3.5 | smell: 2 | taste: 2 | feel: 3.5 | overall: 2,-7.8%,Budweiser | Anheuser-Busch
"Jan 24, 2011",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3,-4.9%,Budweiser | Anheuser-Busch
"Jan 20, 2011",look: 3 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 2,-21.4%,Budweiser | Anheuser-Busch
"Jan 20, 2011",look: 5 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+28.4%,Budweiser | Anheuser-Busch
"Jan 19, 2011",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3.5,+4.1%,Budweiser | Anheuser-Busch
"Jan 12, 2011",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 4,+18.5%,Budweiser | Anheuser-Busch
"Jan 11, 2011",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 3,-41.2%,Budweiser | Anheuser-Busch
"Jan 10, 2011",look: 1 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 1,-22.2%,Budweiser | Anheuser-Busch
"Jan 10, 2011",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 4,+21.8%,Budweiser | Anheuser-Busch
"Jan 06, 2011",look: 4 | smell: 3 | taste: 4 | feel: 4 | overall: 4,+54.7%,Budweiser | Anheuser-Busch
"Jan 03, 2011",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-21%,Budweiser | Anheuser-Busch
"Jan 03, 2011",look: 1 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-30.5%,Budweiser | Anheuser-Busch
"Jan 03, 2011",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 4.5,-10.3%,Budweiser | Anheuser-Busch
"Jan 02, 2011",look: 3 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3.5,+25.5%,Budweiser | Anheuser-Busch
"Dec 31, 2010",look: 1 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1,-49.8%,Budweiser | Anheuser-Busch
"Dec 30, 2010",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3,+26.7%,Budweiser | Anheuser-Busch
"Dec 28, 2010",look: 2 | smell: 3 | taste: 2 | feel: 3 | overall: 3,+4.5%,Budweiser | Anheuser-Busch
"Dec 28, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 2,-12.3%,Budweiser | Anheuser-Busch
"Dec 24, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Dec 22, 2010",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5,+9.1%,Budweiser | Anheuser-Busch
"Dec 21, 2010",look: 1.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-10.7%,Budweiser | Anheuser-Busch
"Dec 18, 2010",look: 1 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-37.4%,Budweiser | Anheuser-Busch
"Dec 11, 2010",look: 1.5 | smell: 2 | taste: 1 | feel: 1 | overall: 2,-39.5%,Budweiser | Anheuser-Busch
"Dec 09, 2010",look: 3 | smell: 2.5 | taste: 3 | feel: 2 | overall: 4,+22.6%,Budweiser | Anheuser-Busch
"Dec 08, 2010",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Dec 08, 2010",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Dec 06, 2010",look: 2 | smell: 3 | taste: 3 | feel: 4 | overall: 5,+41.6%,Budweiser | Anheuser-Busch
"Dec 02, 2010",look: 3 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 3.5,+24.7%,Budweiser | Anheuser-Busch
"Nov 29, 2010",look: 3 | smell: 2 | taste: 2 | feel: 1.5 | overall: 3,-9.1%,Budweiser | Anheuser-Busch
"Nov 29, 2010",look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4.5,+54.3%,Budweiser | Anheuser-Busch
"Nov 25, 2010",look: 2 | smell: 2 | taste: 3.5 | feel: 3 | overall: 4,+27.6%,Budweiser | Anheuser-Busch
"Nov 20, 2010",look: 3.5 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 3.5,+25.9%,Budweiser | Anheuser-Busch
"Nov 14, 2010",look: 2 | smell: 2.5 | taste: 1 | feel: 2.5 | overall: 1,-35.4%,Budweiser | Anheuser-Busch
"Nov 13, 2010",look: 4 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-47.3%,Budweiser | Anheuser-Busch
"Nov 12, 2010",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 1.5,-14.8%,Budweiser | Anheuser-Busch
"Nov 08, 2010",look: 2.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-28.8%,Budweiser | Anheuser-Busch
"Nov 08, 2010",look: 1.5 | smell: 2 | taste: 1 | feel: 1 | overall: 2,-39.5%,Budweiser | Anheuser-Busch
"Nov 01, 2010",look: 5 | smell: 2 | taste: 4.5 | feel: 3 | overall: 5,+59.7%,Budweiser | Anheuser-Busch
"Oct 29, 2010",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+19.3%,Budweiser | Anheuser-Busch
"Oct 26, 2010",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2,-21.8%,Budweiser | Anheuser-Busch
"Oct 25, 2010",look: 2 | smell: 3 | taste: 2.5 | feel: 3.5 | overall: 4,+23%,Budweiser | Anheuser-Busch
"Oct 19, 2010",look: 3 | smell: 4 | taste: 4 | feel: 5 | overall: 5,+74.5%,Budweiser | Anheuser-Busch
"Oct 17, 2010",look: 3 | smell: 2 | taste: 3 | feel: 2 | overall: 2,+1.2%,Budweiser | Anheuser-Busch
"Oct 16, 2010",look: 2 | smell: 1 | taste: 2 | feel: 2.5 | overall: 3,-17.3%,Budweiser | Anheuser-Busch
"Oct 12, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2,-2.9%,Budweiser | Anheuser-Busch
"Oct 12, 2010",look: 3 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"Oct 04, 2010",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3,+6.2%,Budweiser | Anheuser-Busch
"Oct 02, 2010",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 5,+27.6%,Budweiser | Anheuser-Busch
"Oct 02, 2010",look: 1.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 3,-21%,Budweiser | Anheuser-Busch
"Oct 02, 2010",look: 2 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-45.3%,Budweiser | Anheuser-Busch
"Oct 02, 2010",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 4,+17.3%,Budweiser | Anheuser-Busch
"Sep 29, 2010",look: 3 | smell: 2 | taste: 1.5 | feel: 1 | overall: 4,-11.1%,Budweiser | Anheuser-Busch
"Sep 28, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Sep 27, 2010",look: 3 | smell: 2.5 | taste: 2 | feel: 3 | overall: 3,+2.1%,Budweiser | Anheuser-Busch
"Sep 26, 2010",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5,+68.7%,Budweiser | Anheuser-Busch
"Sep 26, 2010",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3.5,+8.2%,Budweiser | Anheuser-Busch
"Sep 26, 2010",look: 2 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 5,+34.6%,Budweiser | Anheuser-Busch
"Sep 26, 2010",look: 3 | smell: 2.5 | taste: 3 | feel: 4 | overall: 4,+30.9%,Budweiser | Anheuser-Busch
"Sep 22, 2010",look: 3 | smell: 3.5 | taste: 3 | feel: 2 | overall: 4,+32.5%,Budweiser | Anheuser-Busch
"Sep 20, 2010",look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3.5,+19.3%,Budweiser | Anheuser-Busch
"Sep 17, 2010",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.5,-16.9%,Budweiser | Anheuser-Busch
"Sep 16, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-22.6%,Budweiser | Anheuser-Busch
"Sep 11, 2010",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3.5,+13.2%,Budweiser | Anheuser-Busch
"Sep 11, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 3.5,look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 3.5,Budweiser | Anheuser-Busch
"Sep 07, 2010",look: 2 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.5,+10.3%,Budweiser | Anheuser-Busch
"Sep 07, 2010",look: 1.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+1.6%,Budweiser | Anheuser-Busch
"Sep 06, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 3,-14.4%,Budweiser | Anheuser-Busch
"Aug 31, 2010",look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75,+13.2%,Budweiser | Anheuser-Busch
"Aug 26, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Aug 26, 2010",look: 2 | smell: 1.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Aug 24, 2010",look: 4 | smell: 2 | taste: 1.5 | feel: 3 | overall: 3.5,-4.5%,Budweiser | Anheuser-Busch
"Aug 20, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 2,-24.7%,Budweiser | Anheuser-Busch
"Aug 20, 2010",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Aug 18, 2010",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 4,+48.1%,Budweiser | Anheuser-Busch
"Aug 18, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-6.2%,Budweiser | Anheuser-Busch
"Aug 15, 2010",look: 4.5 | smell: 3 | taste: 5 | feel: 4.5 | overall: 5,+82.7%,Budweiser | Anheuser-Busch
"Aug 13, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Aug 12, 2010",look: 4 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2,+10.7%,Budweiser | Anheuser-Busch
"Aug 10, 2010",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.5,+21.4%,Budweiser | Anheuser-Busch
"Aug 09, 2010",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+17.3%,Budweiser | Anheuser-Busch
"Aug 05, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Aug 02, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Jul 31, 2010",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Jul 27, 2010",look: 3 | smell: 2.5 | taste: 2 | feel: 2 | overall: 3.5,+2.1%,Budweiser | Anheuser-Busch
"Jul 27, 2010",look: 3.5 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3.5,+21%,Budweiser | Anheuser-Busch
"Jul 23, 2010",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,-0.4%,Budweiser | Anheuser-Busch
"Jul 22, 2010",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Jul 21, 2010",look: 1.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4,+30%,Budweiser | Anheuser-Busch
"Jul 18, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-12.3%,Budweiser | Anheuser-Busch
"Jul 15, 2010",look: 4 | smell: 4.5 | taste: 3.5 | feel: 3 | overall: 4.5,+61.3%,Budweiser | Anheuser-Busch
"Jul 14, 2010",look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4,+42%,Budweiser | Anheuser-Busch
"Jul 12, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,+1.2%,Budweiser | Anheuser-Busch
"Jul 09, 2010",look: 1.5 | smell: 4 | taste: 3 | feel: 1 | overall: 3.5,+25.5%,Budweiser | Anheuser-Busch
"Jul 06, 2010",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4.5,+35.8%,Budweiser | Anheuser-Busch
"Jul 02, 2010",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Jul 02, 2010",look: 2.5 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+12.3%,Budweiser | Anheuser-Busch
"Jul 02, 2010",look: 2.5 | smell: 3 | taste: 2 | feel: 1 | overall: 2,-10.7%,Budweiser | Anheuser-Busch
"Jun 25, 2010",look: 3.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 2,-20.2%,Budweiser | Anheuser-Busch
"Jun 23, 2010",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 1.5,-29.2%,Budweiser | Anheuser-Busch
"Jun 19, 2010",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+25.5%,Budweiser | Anheuser-Busch
"Jun 15, 2010",look: 2 | smell: 1 | taste: 3.5 | feel: 3 | overall: 3,+9.5%,Budweiser | Anheuser-Busch
"Jun 05, 2010",look: 1 | smell: 1.5 | taste: 3 | feel: 2.5 | overall: 2.5,-2.5%,Budweiser | Anheuser-Busch
"May 29, 2010",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 3,+11.1%,Budweiser | Anheuser-Busch
"May 28, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"May 25, 2010",look: 4 | smell: 3 | taste: 3.5 | feel: 4 | overall: 4,+46.5%,Budweiser | Anheuser-Busch
"May 25, 2010",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+18.1%,Budweiser | Anheuser-Busch
"May 25, 2010",look: 1 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 3,-29.2%,Budweiser | Anheuser-Busch
"May 18, 2010",look: 3 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 4,+28.8%,Budweiser | Anheuser-Busch
"May 12, 2010",look: 3.5 | smell: 2 | taste: 1 | feel: 3.5 | overall: 1.5,-28.4%,Budweiser | Anheuser-Busch
"May 12, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 4,+7%,Budweiser | Anheuser-Busch
"May 11, 2010",look: 4 | smell: 3 | taste: 2 | feel: 2 | overall: 2,-2.9%,Budweiser | Anheuser-Busch
"May 10, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 1 | overall: 1,-21.8%,Budweiser | Anheuser-Busch
"May 06, 2010",look: 3 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-23.5%,Budweiser | Anheuser-Busch
"May 02, 2010",look: 2.5 | smell: 2 | taste: 1 | feel: 2 | overall: 2,-32.9%,Budweiser | Anheuser-Busch
"May 02, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4.5,+17.7%,Budweiser | Anheuser-Busch
"Apr 22, 2010",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 4.5,+39.1%,Budweiser | Anheuser-Busch
"Apr 13, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,-7%,Budweiser | Anheuser-Busch
"Apr 10, 2010",look: 3.5 | smell: 2.5 | taste: 4 | feel: 4 | overall: 4,+48.6%,Budweiser | Anheuser-Busch
"Apr 03, 2010",look: 2.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 3.5,-11.1%,Budweiser | Anheuser-Busch
"Mar 29, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"Mar 28, 2010",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 4,+8.2%,Budweiser | Anheuser-Busch
"Mar 27, 2010",look: 2 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1,-46.1%,Budweiser | Anheuser-Busch
"Mar 27, 2010",look: 3 | smell: 2 | taste: 1 | feel: 1.5 | overall: 1,-42%,Budweiser | Anheuser-Busch
"Mar 26, 2010",look: 3 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.5,-13.2%,Budweiser | Anheuser-Busch
"Mar 17, 2010",look: 2.5 | smell: 1.5 | taste: 3 | feel: 2.5 | overall: 3,+5.3%,Budweiser | Anheuser-Busch
"Mar 13, 2010",look: 2 | smell: 1.5 | taste: 1 | feel: 1 | overall: 2,-43.2%,Budweiser | Anheuser-Busch
"Mar 13, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Mar 10, 2010",look: 5 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-44.9%,Budweiser | Anheuser-Busch
"Feb 25, 2010",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5,-18.5%,Budweiser | Anheuser-Busch
"Feb 22, 2010",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-25.9%,Budweiser | Anheuser-Busch
"Feb 21, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"Feb 20, 2010",look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3.5,-0.8%,Budweiser | Anheuser-Busch
"Feb 19, 2010",look: 3 | smell: 2 | taste: 3 | feel: 1.5 | overall: 3.5,+11.5%,Budweiser | Anheuser-Busch
"Feb 19, 2010",look: 3 | smell: 2 | taste: 3 | feel: 4 | overall: 3.5,+21.8%,Budweiser | Anheuser-Busch
"Feb 16, 2010",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Feb 16, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-1.2%,Budweiser | Anheuser-Busch
"Feb 15, 2010",look: 4 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 4,+47.3%,Budweiser | Anheuser-Busch
"Feb 15, 2010",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 3,+39.9%,Budweiser | Anheuser-Busch
"Feb 15, 2010",look: 3 | smell: 2.5 | taste: 4 | feel: 2.5 | overall: 4,+41.2%,Budweiser | Anheuser-Busch
"Feb 13, 2010",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 4,+18.5%,Budweiser | Anheuser-Busch
"Feb 13, 2010",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2,-3.3%,Budweiser | Anheuser-Busch
"Feb 04, 2010",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Jan 31, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4,+13.6%,Budweiser | Anheuser-Busch
"Jan 30, 2010",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+7.8%,Budweiser | Anheuser-Busch
"Jan 29, 2010",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 4,+15.2%,Budweiser | Anheuser-Busch
"Jan 28, 2010",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-27.2%,Budweiser | Anheuser-Busch
"Jan 25, 2010",look: 1 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 3,-32.1%,Budweiser | Anheuser-Busch
"Jan 24, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Jan 24, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jan 20, 2010",look: 1.5 | smell: 2.5 | taste: 2.5 | feel: 4 | overall: 2.5,+6.6%,Budweiser | Anheuser-Busch
"Jan 20, 2010",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4.5,+26.3%,Budweiser | Anheuser-Busch
"Jan 20, 2010",look: 1 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 4,-9.1%,Budweiser | Anheuser-Busch
"Jan 19, 2010",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Jan 18, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jan 18, 2010",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Jan 18, 2010",look: 3 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4,+55.1%,Budweiser | Anheuser-Busch
"Jan 17, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 1 | overall: 5,+4.1%,Budweiser | Anheuser-Busch
"Jan 17, 2010",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 1.5,-21.8%,Budweiser | Anheuser-Busch
"Jan 16, 2010",look: 3.5 | smell: 3 | taste: 3 | feel: 2 | overall: 3,+20.6%,Budweiser | Anheuser-Busch
"Jan 14, 2010",look: 3 | smell: 2 | taste: 2.5 | feel: 4 | overall: 3,+9.5%,Budweiser | Anheuser-Busch
"Jan 13, 2010",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,Budweiser | Anheuser-Busch
"Jan 06, 2010",look: 3 | smell: 1.5 | taste: 1 | feel: 2.5 | overall: 3,-26.3%,Budweiser | Anheuser-Busch
"Jan 03, 2010",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"Jan 02, 2010",look: 3 | smell: 2 | taste: 3.5 | feel: 4 | overall: 4,+34.2%,Budweiser | Anheuser-Busch
"Jan 02, 2010",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"Jan 01, 2010",look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Dec 31, 2009",look: 2 | smell: 2.5 | taste: 3 | feel: 2 | overall: 4.5,+24.3%,Budweiser | Anheuser-Busch
"Dec 30, 2009",look: 2 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-5.3%,Budweiser | Anheuser-Busch
"Dec 29, 2009",look: 1.5 | smell: 1 | taste: 2 | feel: 1.5 | overall: 1.5,-35%,Budweiser | Anheuser-Busch
"Dec 29, 2009",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-23.9%,Budweiser | Anheuser-Busch
"Dec 28, 2009",look: 2 | smell: 1.5 | taste: 3 | feel: 2 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Dec 22, 2009",look: 3 | smell: 2 | taste: 1 | feel: 3.5 | overall: 1,-33.7%,Budweiser | Anheuser-Busch
"Dec 21, 2009",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-2.9%,Budweiser | Anheuser-Busch
"Dec 20, 2009",look: 2 | smell: 2 | taste: 2 | feel: 3 | overall: 4,+2.9%,Budweiser | Anheuser-Busch
"Dec 17, 2009",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Dec 15, 2009",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2.5,-26.7%,Budweiser | Anheuser-Busch
"Dec 14, 2009",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Dec 12, 2009",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 1.5,-9.5%,Budweiser | Anheuser-Busch
