BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Indoor Water Intensity (All Water Sources)(gal/ft2),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,Number of Buildings,Reported BINs
3052800047,112,EAST    2 STREET,BROOKLYN,11218,Yes,1923,,,,Manual,N/A,,149760,Multifamily Housing,1,
3052850001,50,OCEAN PARKWAY,BROOKLYN,11218,Yes,5095,,,28.07,Manual,N/A,,69444,Multifamily Housing,1,3122828
3052850040,82,EAST    7 STREET,BROOKLYN,11218,Yes,11967,61.1,93.7,0,Manual,N/A,363.65,99383,Multifamily Housing,1,3122847
3052860001,30,OCEAN PARKWAY,BROOKLYN,11218,Yes,5751,0,0,,Manual,N/A,,0,,1,
3052870001,10,OCEAN PARKWAY,BROOKLYN,11218,Yes,11965,36.8,60.3,0,Manual,N/A,358.47,156816,Multifamily Housing,1,3122868
3052870021,800,GREENWOOD AVENUE,BROOKLYN,11218,Yes,7975,76.9,108.2,0,Manual,N/A,311.45,67500,Multifamily Housing,1,3122873
3052877501,207,PROSPECT PARK SW,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3052950047,1263,  38 STREET,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3052990011,1312,  38 STREET,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
1020540062,409,EDGECOMBE AVENUE,MANHATTAN,10031,Yes,6314,64.1,88,59.71,ABS,N/A,823.21,169373,Multifamily Housing,1,1061186
3053010001,1320,  37 STREET,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053050051,36,DAHILL ROAD,BROOKLYN,11218,Yes,12774,42.7,158.2,,Manual,N/A,317.07,79000,Multifamily Housing,1,3123574
3053570045,330,OCEAN PARKWAY,BROOKLYN,11218,Yes,12415,91.6,122.2,59.71,ABS,N/A,276.24,51426,Multifamily Housing,1,3125452
4049570024,   139-10,  34 AVENUE,QUEENS,11354,Yes,8234,95.4,160.4,59.71,ABS,N/A,369,61500,Multifamily Housing,1,4112108
3052290083,2720,FOSTER AVENUE,BROOKLYN,11210,Yes,11932,68.9,129.6,59.72,ABS,N/A,280.42,61575,Multifamily Housing,1,3120964
3053160001,3002,FT HAMILTON PARKWAY,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053170011,170,EAST    4 STREET,BROOKLYN,11218,Yes,10443,71.4,110.6,,Manual,N/A,305.97,70178,Multifamily Housing,1,3123982
3054960004,5715,  15 AVENUE,BROOKLYN,11219,Yes,10713,87.6,136.6,59.76,ABS,N/A,328.61,61800,Multifamily Housing,1,3131097
3061080022,9201,   4 AVENUE,BROOKLYN,11209,No Record as of 08/1/13,,,,,,,,,,1,
3053200001,71,OCEAN PARKWAY,BROOKLYN,11218,Yes,5769,79.7,122.4,,Manual,N/A,425.79,88946,Multifamily Housing,1,3124031
1017350040,10,WEST  138 STREET,MANHATTAN,10037,Yes,12198,74.1,142.6,59.81,ABS,N/A,318.46,64550,Multifamily Housing,1,1053920
3053200024,23,CATON PLACE,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053210001,101,OCEAN PARKWAY,BROOKLYN,11218,Yes,3426,69,110.8,0,Manual,N/A,333.02,78765,Multifamily Housing,1,3124068
3053210010,625,CATON AVENUE,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053210051,70,EAST    8 STREET,BROOKLYN,11218,Yes,8671,54.7,70.4,,Manual,N/A,176.52,58612,Multifamily Housing,1,3124073;3811700
3053220044,58,CATON PLACE,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
1008420007,7,EAST   14 STREET,MANHATTAN,10003,Yes,335,107.8,173,59.82,ABS,N/A,2913.47,428628,Multifamily Housing,1,1016062
3053240001,333,MC DONALD AVENUE,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053270041,415,ALBEMARLE ROAD,BROOKLYN,11218,Yes,2832,63.3,101.6,0,Manual,N/A,354.32,88700,Multifamily Housing,1,3124269
3053280010,110,OCEAN PARKWAY,BROOKLYN,11218,Yes,12348,,,0,Manual,N/A,,75600,Multifamily Housing,1,"3124299, 3823430"
1010300029,200,CENTRAL PARK SOUTH,MANHATTAN,10019,Yes,2562,88.3,157.4,59.87,ABS,N/A,3431.6,470500,Multifamily Housing,1,1024918
3053280023,134,OCEAN PARKWAY,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3053280032,160,OCEAN PARKWAY,BROOKLYN,11218,Yes,9863,97.3,132.8,0,Manual,N/A,334.85,58200,Multifamily Housing,1,3124304
3053280037,178,OCEAN PARKWAY,BROOKLYN,11218,Yes,8492,13.9,42.7,0,Manual,N/A,119.17,94050,Multifamily Housing,1,3124305
3053290001,125,OCEAN PARKWAY,BROOKLYN,11218,Yes,4534,64.5,98.1,0,Manual,N/A,426.04,109994,Multifamily Housing,1,3124322
3053290072,135,OCEAN PARKWAY,BROOKLYN,11218,Yes,1516,85.8,125.4,,Manual,N/A,1751.96,306085,Multifamily Housing,1,3124349
3053300024,217,EAST    7 STREET,BROOKLYN,11218,Yes,7817,8.3,22.5,,Manual,N/A,103.17,146066,Multifamily Housing,2,3327372
3053300024,217,EAST    7 STREET,BROOKLYN,11218,Yes,7838,7.6,24.3,,Manual,N/A,104.17,146066,Multifamily Housing,2,3327372;3339237;3811630
3053340001,102,ALBEMARLE ROAD,BROOKLYN,11218,Yes,10944,79.9,127.5,,Manual,N/A,249.36,51000,Multifamily Housing,1,"Loc: Flatbush
Carrier Rte: R002
Census Tract: 496001004
Block: 5334 Lot: 1
Tax Unit: 45"
3053340006,114,ALBEMARLE ROAD,BROOKLYN,11218,Yes,906,78.2,119.1,0,Manual,N/A,295.06,62934,Multifamily Housing,1,3124505
3050590022,100,WOODRUFF AVENUE,BROOKLYN,11226,Yes,3978,69.6,108.7,59.93,ABS,N/A,457.68,108549,Multifamily Housing,1,3116106
4051370055,   138-10,FRANKLIN AVENUE,QUEENS,11355,Yes,6431,89,114.1,59.94,ABS,N/A,1658.65,233437,Multifamily Housing,1,4115902
3053370076,415,BEVERLY ROAD,BROOKLYN,11218,Yes,12303,80.8,118.8,,Manual,N/A,544.19,110000,Multifamily Housing,1,3124671
3053380075,240,OCEAN PARKWAY,BROOKLYN,11218,Yes,6457,88.3,153,,Manual,N/A,298.48,52872,Multifamily Housing,1,3124706
1019930001,3081,BROADWAY,MANHATTAN,10027,Yes,3191,,,42.32,ABS,N/A,,363000,College/University (Campus-Level),3,
3053390001,205,OCEAN PARKWAY,BROOKLYN,11218,Yes,5712,68.3,112,,Manual,N/A,260.51,61380,Multifamily Housing,1,3347526
3053390061,225,OCEAN PARKWAY,BROOKLYN,11218,Yes,5711,63.6,99.2,,Manual,N/A,262.53,68112,Multifamily Housing,1,3124741
3053400022,214,EAST    8 STREET,BROOKLYN,11218,Yes,7836,72.6,116.2,,Manual,N/A,331.48,73956,Multifamily Housing,1,3124751;3811691
1020947501,706,RIVERSIDE DRIVE,MANHATTAN,10031,Yes,12424,68.6,97.4,6.02,ABS,N/A,373.35,66483,Multifamily Housing,1,1062427
1005480004,5,UNIVERSITY PLACE,MANHATTAN,10003,Yes,8044,8.7,10.2,6.05,ABS,N/A,96.94,209364,Residence Hall/Dormitory,1,1008835
1008820028,95,LEXINGTON AVENUE,MANHATTAN,10016,Yes,3445,74,108,6.09,ABS,N/A,365.33,60025,Multifamily Housing,1,1018132
3053550001,302,BEVERLY ROAD,BROOKLYN,11218,Yes,12309,80.9,118,,Manual,N/A,397.47,80604,Multifamily Housing,1,312357
3053560042,403,AVENUE C,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,1,
3008270001,5706,   1 AVENUE,BROOKLYN,11220,Yes,8915,26.4,69,6.11,ABS,69,379.13,182435,Warehouse (Unrefrigerated),1,3014853;3800014
1012760004,487,   5 AVENUE,MANHATTAN,10017,Yes,4129,112.9,239.5,6.12,ABS,60,1653.56,171930,Office,1,1076266
4001830299,    39-15,SKILLMAN AVENUE,QUEENS,11104,Yes,9208,18.9,44.6,6.27,ABS,N/A,267.82,184903,Other,1,4002376
3053570040,320,OCEAN PARKWAY,BROOKLYN,11218,Yes,12854,91,117.3,,Manual,N/A,411.09,55510,Multifamily Housing,1,3125451
1013180022,825,   2 AVENUE,MANHATTAN,10017,Yes,6520,144,205.1,6.29,ABS,N/A,2467.9,210810,Multifamily Housing,1,1037574; 1084253
3053580041,615,AVENUE C,BROOKLYN,11218,Yes,4616,47.3,152.2,,Manual,85,495.89,111667,Senior Care Facility,1,
3053580063,315,OCEAN PARKWAY,BROOKLYN,11218,Yes,7837,64.4,107.1,,Manual,N/A,362.73,90000,Multifamily Housing,1,3125497
3053580071,305,OCEAN PARKWAY,BROOKLYN,11218,Yes,6016,62.5,98.9,79.28,Manual,N/A,276.83,72800,Multifamily Housing,1,3125499
3053580077,279,OCEAN PARKWAY,BROOKLYN,11218,Yes,2825,64,107.8,71.66,Manual,N/A,430.52,110957,Multifamily Housing,1,3125500
1008270049,1129,BROADWAY,MANHATTAN,10010,Yes,3539,91.4,171.3,6.31,ABS,84,1044.31,135000,Office,2,1015625
3053677502,3715,  15 AVENUE,BROOKLYN,11218,No Record as of 08/1/13,,,,,,,,,,0,
1008380032,15,WEST   36 STREET,MANHATTAN,10018,Yes,818,61.7,121.1,6.31,ABS,83,435.11,82255,Office,1,1015930
1005480001,1,UNIVERSITY PLACE,MANHATTAN,10003,Yes,5924,101.2,159,6.4,ABS,N/A,1839.01,227154,Multifamily Housing,1,1008832
3053740041,402,OCEAN PARKWAY,BROOKLYN,11218,Yes,671,,,,Manual,N/A,,55051,Multifamily Housing,1,
3053750049,415,OCEAN PARKWAY,BROOKLYN,11218,Yes,6909,66.2,99.5,9.68,Manual,N/A,294.2,75000,Multifamily Housing,1,3126217
4026110362,    52-01,FLUSHING AVENUE,QUEENS,11378,Yes,4071,21.9,23.7,6.48,ABS,N/A,257.52,158904,Warehouse (Unrefrigerated),1,4059017
3053750063,387,OCEAN PARKWAY,BROOKLYN,11218,Yes,7222,89.3,127.4,2.69,Manual,4,299.4,57600,Multifamily Housing,1,3126219
3053760033,430,EAST    8 STREET,BROOKLYN,11218,Yes,8071,100.4,125.2,,Manual,N/A,421.01,77160,Multifamily Housing,1,3126248
3053760058,515,EAST    7 STREET,BROOKLYN,11218,Yes,1442,13.6,43.3,,Manual,N/A,146.51,114780,Multifamily Housing,1,3126254
3053760068,495,EAST    7 STREET,BROOKLYN,11218,Yes,4867,60.6,97,,Manual,N/A,316.65,84840,Multifamily Housing,1,3126255
3053760076,465,EAST    7 STREET,BROOKLYN,11218,Yes,7819,254.2,297.8,,Manual,N/A,1846.49,102550,Multifamily Housing,1,3126256
1008380012,53,WEST   36 STREET,MANHATTAN,10018,Yes,6563,38.4,97.2,6.49,ABS,97,263.51,78426,Office,1,1015922
3053890010,430,OCEAN PARKWAY,BROOKLYN,11218,Yes,7334,90.4,135.5,,Manual,N/A,472.92,88277,Multifamily Housing,1,3126780
3053890019,438,OCEAN PARKWAY,BROOKLYN,11218,Yes,8927,59.7,87.3,0,Manual,N/A,208.15,55932,Multifamily Housing,1,3126781
3053890024,450,OCEAN PARKWAY,BROOKLYN,11218,Yes,7339,84.9,125.3,,Manual,N/A,347.14,69600,Multifamily Housing,1,
4035900085,    59-10,DECATUR STREET,QUEENS,11385,Yes,8022,49.8,90.9,6.53,ABS,64,840.73,200000,Warehouse (Unrefrigerated),1,4086776
3053900066,465,OCEAN PARKWAY,BROOKLYN,11218,Yes,4253,14.8,47.4,,Manual,N/A,125.27,90228,Multifamily Housing,1,3126838
3053900074,455,OCEAN PARKWAY,BROOKLYN,11218,Yes,7559,19.8,48.2,0,Manual,N/A,331.59,201462,Multifamily Housing,1,3126839
3067330035,1262,EAST   14 STREET,BROOKLYN,11230,Yes,11235,90.7,165.9,6.64,ABS,N/A,417.11,70644,Other,1,3180645
2023400145,2680,PARK AVENUE,BRONX,10451,Yes,8780,36.2,89.9,6.66,ABS,N/A,320.9,112700,Multifamily Housing,2,2000988
3053920001,800,CORTELYOU ROAD,BROOKLYN,11218,Yes,12420,106.7,154.9,,Manual,N/A,523.1,80604,Multifamily Housing,1,3126867
3053920071,499,EAST    8 STREET,BROOKLYN,11218,Yes,8067,67.3,85.7,,Manual,N/A,327.87,88528,Multifamily Housing,1,3126893
3053930079,425,EAST    9 STREET,BROOKLYN,11218,Yes,8047,187.9,513.4,0,Manual,N/A,899.51,57600,K-12 School,1,3126938
2032530255,2875,SEDGWICK AVENUE,BRONX,10468,Yes,10731,76.4,100.4,6.66,ABS,N/A,620.2,107210,Multifamily Housing,1,2015580
4026110350,    52-15,FLUSHING AVENUE,QUEENS,11378,Yes,10994,29.5,57.7,6.77,ABS,68,134.37,66000,Warehouse (Unrefrigerated),1,4059015
1014680021,1385,YORK AVENUE,MANHATTAN,10021,Yes,2417,39.4,108.1,6.87,ABS,N/A,955.44,274204,Multifamily Housing,1,1045876
1008040044,104,WEST   29 STREET,MANHATTAN,10001,Yes,3981,28.2,31.6,6.9,ABS,100,267.59,127658,Office,1,1015125
4121230001,   151-02, 132 AVENUE,QUEENS,11434,Yes,11279,24.9,41.6,6.95,ABS,N/A,108.29,69144,Other,1,4263102
3054120014,602,OCEAN PARKWAY,BROOKLYN,11218,Yes,10107,100.5,141.2,,Manual,N/A,511.01,87376,Multifamily Housing,1,3127637
3012430017,1030,PARK PLACE,BROOKLYN,11213,Yes,5952,,,60.13,ABS,N/A,,66880,Multifamily Housing,1,3031644
3054170007,629,OCEAN PARKWAY,BROOKLYN,11230,Yes,8428,72.7,110.8,,Manual,N/A,310.7,71680,Multifamily Housing,1,
4001590001,    42-15,  43 AVENUE,QUEENS,11104,Yes,9634,37.5,139.4,60.13,ABS,N/A,576.61,163845,Multifamily Housing,1,4001773
3054180049,345,WEBSTER AVENUE,BROOKLYN,11230,Yes,6279,68.1,94.2,75.49,Manual,N/A,811.82,158231,Multifamily Housing,1,3127761
3054200050,680,OCEAN PARKWAY,BROOKLYN,11230,Yes,6503,95.2,150.3,,Manual,N/A,380.12,66000,Multifamily Housing,1,3127822
1013620038,30,BEEKMAN PLACE,MANHATTAN,10022,Yes,2725,65.7,95.7,60.17,ABS,N/A,384.1,71197,Multifamily Housing,1,1040113
3068190032,1862,EAST   14 STREET,BROOKLYN,11229,Yes,8922,44.7,68.8,60.21,ABS,N/A,139.49,50400,Multifamily Housing,1,3183947
4050070001,   149-35,NORTHERN BOULEVARD,QUEENS,11354,Yes,9057,86.8,123.9,60.35,ABS,N/A,1036.75,148757,Multifamily Housing,1,4113262
3054230026,160,LAWRENCE AVENUE,BROOKLYN,11230,No Record as of 08/1/13,,,,,,,,,,1,
3087207506,70,OCEANA DRIVE WEST,BROOKLYN,11235,Yes,6791,76.2,137.9,60.38,ABS,N/A,348.88,68402,Multifamily Housing,1,3348704
3054240001,715,OCEAN PARKWAY,BROOKLYN,11230,Yes,9937,70,106.9,,Manual,N/A,388.58,92295,Multifamily Housing,1,3127938;3327478;3391380;3127953
3054250001,340,WEBSTER AVENUE,BROOKLYN,11230,Yes,8748,,,2.81,Manual,N/A,,87411,Multifamily Housing,1,3127954
4097140018,   141-05,PERSHING CRESCENT,QUEENS,11435,Yes,6405,83.1,129,60.4,ABS,N/A,534.12,106609,Multifamily Housing,1,4207777
3054280039,777,FOSTER AVENUE,BROOKLYN,11230,No Record as of 08/1/13,,,,,,,,,,1,
1015600001,1540,   1 AVENUE,MANHATTAN,10028,Yes,3007,138.2,212,60.42,ABS,N/A,2695.68,317079,Multifamily Housing,1,1050360
3054360068,1515,  47 STREET,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3054540045,4910,  17 AVENUE,BROOKLYN,11204,Yes,4548,82.2,133.6,60.42,ABS,N/A,398.97,77000,Multifamily Housing,1,3129188
3054400015,22,WEBSTER AVENUE,BROOKLYN,11230,Yes,6873,64.4,109.4,74.52,Manual,N/A,310.71,76000,Multifamily Housing,1,3128758
3054420006,4701,  15 AVENUE,BROOKLYN,11219,Yes,7686,74.4,105.7,0,Manual,N/A,305.64,68106,Multifamily Housing,1,3128787
3054420069,1521,  48 STREET,BROOKLYN,11219,Yes,8434,82.1,170.4,0,Manual,N/A,356.64,62000,Education,1,3128817
1000167503,250,SOUTH END AVENUE,MANHATTAN,10280,Yes,2989,77.6,142.8,60.44,ABS,N/A,600.93,117045,Multifamily Housing,1,1065089
2028810040,1854,CEDAR AVENUE,BRONX,10453,Yes,1755,46.5,82.2,60.51,ABS,N/A,253.25,84430,Multifamily Housing,1,
2032670060,3119,BAILEY AVENUE,BRONX,10463,Yes,5456,78.8,124.1,60.51,ABS,N/A,473.1,73941,Multifamily Housing,1,2016156
1012740006,39,WEST   58 STREET,MANHATTAN,10019,Yes,1000,146.1,234,60.67,ABS,N/A,2411.12,207773,Multifamily Housing,2,1080443
3054580006,5001,  15 AVENUE,BROOKLYN,11219,Yes,7685,113.5,146.5,0,Manual,N/A,374.62,50160,Multifamily Housing,1,3129335
3054680035,5110,  19 AVENUE,BROOKLYN,11204,Yes,11466,68.8,125.2,,Manual,100,376.94,83526,Senior Care Facility,1,3129735
3054687501,1840,  52 STREET,BROOKLYN,11204,Yes,10581,2.1,7.9,,Manual,N/A,12.25,61809,Multifamily Housing,1,
3054687502,1865,  52 STREET,BROOKLYN,11204,Yes,4028,19.1,29.1,0,Manual,N/A,192.72,158984,Multifamily Housing,2,3256719
3054687503,5120,  19 AVENUE,BROOKLYN,11204,Yes,12292,67.8,104.4,0,Manual,N/A,259.8,59980,Multifamily Housing,1,3129736
3054710008,5201,  15 AVENUE,BROOKLYN,11219,Yes,4265,75.9,109.3,,Manual,N/A,400.84,64350,Multifamily Housing,1,3129856
3054747501,1850,  52 STREET,BROOKLYN,11204,Yes,4027,48.2,94.3,0,Manual,N/A,286.07,83039,Multifamily Housing,2,3329552;3802373
3054747502,1840,  52 STREET,BROOKLYN,11204,No Record as of 08/1/13,,,,,,,,,,1,
4030780085,    93-10,QUEENS BOULEVARD,QUEENS,11374,Yes,7804,0.6,2.1,60.69,ABS,N/A,6.22,104708,Multifamily Housing,1,4072034
3054880004,5501,  15 AVENUE,BROOKLYN,11219,Yes,6948,69.3,107.2,,Manual,N/A,304.29,72800,Multifamily Housing,1,3130618
4064940003,    69-42,JEWEL AVENUE,QUEENS,11367,Yes,6680,49.1,180.6,60.7,ABS,N/A,1152.68,250210,Multifamily Housing,14,4463808;4450372;4450355;4459486;4459499;4450350;4459487;4450335;4450340;4450381;4450388;4459475;4450394;4459512;4463807;4463806;4463809
3054951014,1176,OCEAN PARKWAY,BROOKLYN,11230,Yes,4553,73.2,106.6,0,Manual,N/A,566.36,107625,Multifamily Housing,1,3131067
3054951018,1170,OCEAN PARKWAY,BROOKLYN,11230,Yes,2667,102.6,162.4,,Manual,N/A,1419.42,226965,Multifamily Housing,1,3131068
1009000001,233,   3 AVENUE,MANHATTAN,10003,Yes,1891,93.5,148.8,60.72,ABS,N/A,1300.57,168495,Multifamily Housing,1,1019602
3055170039,1690,  60 STREET,BROOKLYN,11204,Yes,9111,79.7,189.6,0,Manual,N/A,433.68,72000,Education,1,3328510
3055240001,6101,  16 AVENUE,BROOKLYN,11204,Yes,8776,40.1,88.4,0,Manual,N/A,170.59,61148,Education,1,3132384
3055300001,6201,  15 AVENUE,BROOKLYN,11219,Yes,11787,69.5,177.8,,Manual,70,889.41,147500,Office,1,3132689
3055360042,6224,BAY PARKWAY,BROOKLYN,11204,Yes,5610,89.6,128.8,,Manual,N/A,280.05,53990,Multifamily Housing,1,3132975
3065780100,1315,WEST    7 STREET,BROOKLYN,11204,Yes,11936,81.6,118.2,60.75,ABS,N/A,291.61,61410,Multifamily Housing,1,3173363
3055470006,6401,  18 AVENUE,BROOKLYN,11204,No Record as of 08/1/13,,,,,,,,,,1,
3055470057,1827,  65 STREET,BROOKLYN,11204,Yes,11966,117.9,195.6,0,Manual,N/A,424.94,57960,Multifamily Housing,1,3133566
3055600064,1751,  67 STREET,BROOKLYN,11204,Yes,11934,62.2,92.4,0,Manual,N/A,449.11,121716,Multifamily Housing,1,3134324
3055600073,1729,  67 STREET,BROOKLYN,11204,No Record as of 08/1/13,,,,,,,,,,1,
3055780001,6801,  19 AVENUE,BROOKLYN,11204,Yes,7327,103.1,149.3,,Manual,N/A,538.27,89772,Multifamily Housing,1,3135020
1018510012,127,WEST   96 STREET,MANHATTAN,10025,Yes,10796,60.1,104,60.77,ABS,N/A,467.08,121710,Multifamily Housing,1,1055893
4014630035,    35-63,  89 STREET,QUEENS,11372,Yes,6000,77.3,95,60.77,ABS,N/A,691.48,110863,Multifamily Housing,1,4035953
3056120040,4420,  15 AVENUE,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
1011667501,201,WEST   74 STREET,MANHATTAN,10023,Yes,2660,37.2,73.1,60.91,ABS,N/A,330.79,129190,Senior Care Facility,1,1030741
3056160001,4515,  12 AVENUE,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3056170038,4502,  14 AVENUE,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3087170002,3033,BRIGHTON   14 STREET,BROOKLYN,11235,Yes,4520,50.7,85.3,60.91,ABS,N/A,201.71,63959,Multifamily Housing,1,3245654
3056230038,4600,  14 AVENUE,BROOKLYN,11219,Yes,10723,56.2,93.6,0,Manual,N/A,225.46,51830,Multifamily Housing,1,3136999
3056260001,4723,  10 AVENUE,BROOKLYN,11219,Yes,5480,280.8,544.4,0,Manual,N/A,2341.56,119990,Other,1,3137105
1008600045,450,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,4733,47,138.1,60.94,ABS,92,661.37,153950,Office,2,1016967
4056707501,    5627A, 184 STREET,QUEENS,11365,Yes,8963,94.5,140.5,60.95,ABS,N/A,98.05,13316,Multifamily Housing,100,4448439;4443629;4443625;4446667;4443626;4443627;4443628;4443630;4443631;4453552
3056310014,920,  48 STREET,BROOKLYN,11219,Yes,5479,485,899.6,0,Manual,1,2118.49,62990,Medical Office,1,3137310;	3137310; 3137309; 3137308; 3137307; 3137306; 3359198
3056310038,4802,  10 AVENUE,BROOKLYN,11219,Yes,5472,324.9,428.9,0,Manual,7,1629.46,85990,Office,5,3337687;3802237
3056320001,4801,  10 AVENUE,BROOKLYN,11219,Yes,5476,339.2,483.9,0,Manual,54,4370.38,214990,Hospital (General Medical and Surgical),4,3337687
3056320001,4801,  10 AVENUE,BROOKLYN,11219,Yes,5477,334.9,468.3,0,Manual,75,2010.25,100990,Hospital (General Medical and Surgical),4,3337687;	3802083; 3802153; 3839089; 3839113
3056320001,4801,  10 AVENUE,BROOKLYN,11219,Yes,5478,337,477.7,0,Manual,59,3625.79,179990,Hospital (General Medical and Surgical),4, 3337687;3802083; 3802153; 3839089; 3839113
3052790043,829,GREENWOOD AVENUE,BROOKLYN,11218,Yes,9051,62,109.6,60.96,ABS,N/A,418.46,104640,Multifamily Housing,1,3122655;3122645
3056350038,4800,  14 AVENUE,BROOKLYN,11219,Yes,7927,14,45,,Manual,N/A,70.42,53700,Multifamily Housing,1,3137473
3056350041,4812,  14 AVENUE,BROOKLYN,11219,Yes,10101,70.1,108.9,,Manual,N/A,453.18,81100,Multifamily Housing,1,3137474
3056360022,1442,  48 STREET,BROOKLYN,11219,Yes,10741,10.4,33,,Manual,N/A,69.18,70626,Multifamily Housing,1,3137503
3056360052,1455,  49 STREET,BROOKLYN,11219,Yes,10746,1.7,5.9,,Manual,N/A,9.28,59528,Multifamily Housing,1,3137512
3056370032,864,  49 STREET,BROOKLYN,11220,Yes,5475,72.5,86.9,0,Manual,N/A,505.2,91990,Multifamily Housing,1,3137539
3056380019,926,  49 STREET,BROOKLYN,11219,Yes,5474,69.6,111.6,0,Manual,N/A,512.64,89990,Multifamily Housing,1,3137572
2045340009,1501,ALLERTON AVENUE,BRONX,10469,Yes,12779,1268.7,1274.6,61,ABS,N/A,4362.86,64310,Multifamily Housing,1,2054552
3050450059,105,WINTHROP STREET,BROOKLYN,11225,Yes,4174,107.8,159.1,61,ABS,N/A,373.11,59000,Multifamily Housing,1,3115677
3056410056,1245,  50 STREET,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3056420061,1329,  50 STREET,BROOKLYN,11219,Yes,10248,81.3,122.8,0,Manual,N/A,294.04,60750,Multifamily Housing,1,3137768
3056430038,4910,  15 AVENUE,BROOKLYN,11219,Yes,10742,12.6,39.7,,Manual,N/A,126.06,107268,Multifamily Housing,1,3259624
3063790050,30,BAY   29 STREET,BROOKLYN,11214,Yes,5916,63.2,99.9,61.03,ABS,N/A,464.62,120350,Multifamily Housing,1,3167045
3056460036,1042,  50 STREET,BROOKLYN,11219,Yes,9766,63.8,82.2,,Manual,N/A,229.04,65500,Multifamily Housing,1,3137939
3056490038,5000,  14 AVENUE,BROOKLYN,11219,Yes,7954,58.7,142.4,0,Manual,63,242.42,54000,K-12 School,1,3138079
3056490059,1347,  51 STREET,BROOKLYN,11219,Yes,9556,109.8,140.6,0,Manual,N/A,525.29,59050,Multifamily Housing,1,3138089
1008430003,75,   5 AVENUE,MANHATTAN,10003,Yes,3742,85.1,166.2,61.05,ABS,N/A,417.35,63255,Multifamily Housing,1,1016070
3056500034,5000,  15 AVENUE,BROOKLYN,11219,Yes,10745,9.9,31.3,,Manual,N/A,129.38,139500,Multifamily Housing,1,3138111
3020137501,555,WASHINGTON AVENUE,BROOKLYN,11238,Yes,3404,97.6,155.1,61.05,ABS,N/A,297.64,50123,Multifamily Housing,1,3057591
3056560014,1320,  51 STREET,BROOKLYN,11219,Yes,12018,58.5,105.9,0,Manual,N/A,375.85,98532,Multifamily Housing,1,3138380
4050107502,    36-25,UNION STREET,QUEENS,11354,Yes,9046,70.4,119.2,61.21,ABS,N/A,409.96,93181,Multifamily Housing,1,4308947
3065080006,870,OCEAN PARKWAY,BROOKLYN,11230,Yes,4333,83,131.9,61.22,ABS,N/A,710.79,139710,Multifamily Housing,1,3170453
3056570035,5100,  15 AVENUE,BROOKLYN,11219,Yes,4030,58.9,96.6,0,Manual,N/A,435.36,118790,Multifamily Housing,1,3138425
1008410063,24,WEST   40 STREET,MANHATTAN,10018,Yes,1676,91.9,210.5,61.25,ABS,N/A,627.03,80112,Office,1,1016053
3056640035,5200,  15 AVENUE,BROOKLYN,11219,No Record as of 08/1/13,,,,,,,,,,1,
3056660001,5313,   9 AVENUE,BROOKLYN,11220,Yes,4735,88.7,137,,Manual,N/A,424.37,79125,Multifamily Housing,1,3138853
1018377501,418,CENTRAL PARK WEST,MANHATTAN,10025,Yes,4285,21.5,32.2,61.26,ABS,N/A,131.75,76048,Multifamily Housing,1,1055310
3056710001,5301,  14 AVENUE,BROOKLYN,11219,Yes,8502,61.6,115.4,,Manual,75,547.4,134650,K-12 School,2,3139072
3067590034,1580,EAST   13 STREET,BROOKLYN,11230,Yes,5503,78,118.7,61.27,ABS,N/A,383.08,80560,Multifamily Housing,1,3181718
4014530034,    92-11,  35 AVENUE,QUEENS,11372,Yes,9627,65.3,103.1,61.28,ABS,N/A,429.24,108240,Multifamily Housing,1,4035782
4033220043,    83-33, 118 STREET,QUEENS,11415,Yes,11676,71.6,122.4,61.33,ABS,N/A,360.6,79362,Multifamily Housing,1,4079390
3056920004,5601,  14 AVENUE,BROOKLYN,11219,Yes,9852,80.8,120.8,,Manual,N/A,293.44,61200,Multifamily Housing,1,3140122
