Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identificaiton Numbers (BINs),Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
10766,4033120008,,4033120008, 4433884,117-01,METROPOLITAN AVENUE,Queens,11418,Filed,158.5,157.2,211.4,209.8,Not Available,No,None,Not Available,992.3,800.1,192.2,109990,219248,Multifamily Housing,2
10765,4033120001,,4033120001, 4433884,107-01,PARK LANE SOUTH,Queens,11415,Filed,137.5,136.4,189.3,187.9,Not Available,No,None,Not Available,869.5,677.3,192.2,109990,209844,Multifamily Housing,2
11201,4065370028,,4065370028, 4436489,149-24,MELBOURNE AVENUE,Queens,11367,Filed,93.9,93.3,111.7,111.1,Not Available,No,None,Not Available,118.7,106.9,11.8,23000,156736,Multifamily Housing,7
10222,4014580012,,4-01458-0012, 4449510,35-16,85 STREET,Queens,11372,Filed,85.7,85.3,98.1,97.7,Not Available,No,None,Not Available,397.3,370.3,27,61440,123000,Multifamily Housing,1
11904,5000100019,,5000100019, 5000091,36,HAMILTON AVENUE,Staten Island,10301,Filed,126.6,128.6,176.5,178.6,Not Available,Yes,None,Not Available,554.79999999999995,425.9,128.9,75904,75914,Multifamily Housing,1
2091,1010437501,,1010437501, 1025257 ,305,WEST   52 STREET,Manhattan,10019,Filed,82.7,82.7,99.4,99.3,Not Available,No,None,Not Available,372.8,336.7,36.1,59701,64020,Multifamily Housing,1
22,1000160150,,1-00016-0150,1000060,250,VESEY PLACE,Manhattan,10282,Filed,27.8,27.6,192.4,192.5,24.75,No,Manual,67,8867.7999999999993,0,8867.7999999999993,1955520,2084079,Office,1
32,1000167501,,1-00016-7501,1000061,377,RECTOR PLACE,Manhattan,10280,Filed,74.2,74.4,128.5,128.6,53.95,Yes,ABS,Not Available,920.6,528.6,392,199141,220821,Multifamily Housing,1
14800,1000167518,,1-00016-7518,1000055,,,Manhattan,,Not on Covered Buildings List,91.4,92.2,163.5,164.3,Not Available,N/A,None,Not Available,1509.3,930.8,578.5,212908,,Multifamily Housing,
19,1000160120,,1-00016-0120,1000057,200,LIBERTY STREET,Manhattan,10281,Filed,109.7,109.3,229.8,229.3,8.37,No,Manual,88,14685.6,25.2,14660.4,1485610,1501878,Office,1
16170,5070417501,,5-07041-7501,"
5123188;5123163;5123164;5123165;5123166;5123167;5123168;5123169;5123170;5123171;5123173;5123174;5123175;5123176;5123177;5123182;5123185;5123186;5123189;5123190;5123500;5123461;5123425;5123449;5085975;5123464;5123471;5123420;5123184;5123188;5123192;5123426;5123422;5123193;5123428;5123433;5123447;5123435;5123431;5123451;5123453;5123457;5123454;5123455;5123458;5123459;5123465;5123467;5123469;5124459;5123474;5123476;5123478;5123480;5123482;5123486;5123485;5123491;5123489;5123493;5123495;5123497;5123499;5123463;5123424;5123448;5123484;5123462;5123172;5123180;5123179;5123187;5123191;5123421;5123427 ;5123423;5123419;5123429;5123432;5123446;5123434;5123430;5123450;5123452;5123456;5123460;5123466;5123468;5124458;5123470;5123475;5123472;5123477;5123479;5123481;5123483;5123487;5123490;5123488;5123492;5123494;5123496;5123498;5123502;5123501;5123473;5123503;5123181;",,,Staten Island,,Not on Covered Buildings List,39.4,39.7,123.8,124.7,Not Available,N/A,None,Not Available,353.3,0,353.3,110118,,Multifamily Housing,
14914,1007607501,,1-00760-7501,1013595,,,Manhattan,,Not on Covered Buildings List,99,99.1,243.1,243.3,Not Available,N/A,None,62,985.2,288,697.2,127820,,Office,
2180,1010830015,Primary,1010830015;1010840009,1000000;1027059;1027061,530,WEST   55 STREET,Manhattan,10019,Filed,105.3,105.3,153.19999999999999,153.2,Not Available,No,None,Not Available,2531.1999999999998,1850.2,681,410605,151769,Multifamily Housing,1
2183,1010840009,Secondary,1010830015;1010840009,1000000;1027059;1027061,525,WEST   55 STREET,Manhattan,10019,Filed,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,233348,,1
15208,1017710010,Primary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,132.69999999999999,Not Available,195.2,Not Available,Not Available,N/A,None,Not Available,803.8,579.6,224.2,103100,,Multifamily Housing,
15209,1017710059,Secondary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,,,
54,1000200009,,1000200009,1000804,45,BROADWAY,Manhattan,10006,Filed,103.7,104.3,273.3,274.1,Not Available,No,None,44,3157.7,29.3,3128.4,368305,368315,Office,1
15210,1017710066,Secondary,1017710010;1017710059;1017710066,1000000;1054411;1054420;1087851,,,Manhattan,,Not on Covered Buildings List,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,,,
4242,1016540011,,1016540011,1000000;1080669;1080671,217,EAST  104 STREET,Manhattan,10029,Filed,169.7,169.2,245.1,244.6,Not Available,No,None,Not Available,1453.7,1071.7,382,146650,180319,Multifamily Housing,3
1,1000047501,,1-00004-7501,1000005,1,WATER STREET,Manhattan,10004,Filed,92.5,92.5,229.5,229.5,14.85,No,Manual,92,21027.1,0,21027.1,2428325,2621563,Office,1
2,1000057501,,1000057501,1000006,125,BROAD STREET,Manhattan,10004,Filed,134.5,134.1,238.3,238,Not Available,No,None,73,13208.9,0,13208.9,1338000,1354691,Office,1
4,1000090001,,1000090001,1000018,34,WHITEHALL STREET,Manhattan,10004,Filed,78.5,78.5,211.3,211,Not Available,No,None,78,5560.6,0,5560.6,852840,845018,Office,1
5,1000090014,,1000090014,1000020,17,STATE STREET,Manhattan,10004,Filed,68.599999999999994,69.1,181.9,182.5,Not Available,No,None,Not Available,3272.9,1.6,3271.3,574095,544015,Office,1
6,1000090029,,1000090029,1000021,24,WHITEHALL STREET,Manhattan,10004,Filed,148.4,147.8,309,309,10.21,No,Manual,37,10880.4,0,10880.4,859807,896956,Office,1
8,1000100023,,1000100023,1000027,1,WHITEHALL STREET,Manhattan,10004,Filed,108,107.6,235.1,234.6,12.83,No,Manual,64,3027.7,0,3027.7,329991,321994,Office,1
10,1000110021,,1000110021,1000038,80,BROAD STREET,Manhattan,10004,Filed,58.9,59.1,128.1,128.4,Not Available,No,None,98,2377,0,2377,475000,361710,Office,1
11,1000130001,,1-00013-0001,1000043,1,BROADWAY,Manhattan,10004,Filed,59,59,166.2,166.4,Not Available,No,None,77,986.8,139.6,847.2,208039,180646,Office,1
12,1000130005,,1000130005,1000044,11,BROADWAY,Manhattan,10004,Filed,92.5,92.8,227.4,227.6,Not Available,No,None,72,3286.8,0,3286.8,423348,434220,Office,1
14796,1000130027,,1000130027,1000045,,,Manhattan,,Not on Covered Buildings List,77.5,77.5,195.9,195.7,Not Available,N/A,None,77,5757.2,0,5757.2,887690,,Office,
46,1000167515,,1-00016-7515,1000053,225,RECTOR PLACE,Manhattan,10280,Filed,93.1,93.9,156.30000000000001,157,27.97,Yes,ABS,Not Available,2119.1999999999998,1413.5,705.7,297200,287819,Multifamily Housing,1
33,1000167502,,1-00016-7502,1000301,320,ALBANY STREET,Manhattan,10280,Filed,74.8,75.4,129.19999999999999,129.6,50.97,Yes,ABS,Not Available,807.5,502.4,305.10000000000002,150667,150855,Multifamily Housing,1
95,1000330001,,1000330001,1-00033-0001,77,WATER STREET,Manhattan,10005,Filed,90.1,88.6,186.8,185,Not Available,No,None,71,5095.3999999999996,0,5095.3999999999996,662800,541568,Office,1
35,1000167504,,1-00016-7504,1000436,300,ALBANY STREET,Manhattan,10280,Filed,77.7,78.5,154.4,154.8,Not Available,No,None,Not Available,573.9,255.9,318,112312,91774,Multifamily Housing,1
36,1000167505,,1-00016-7505,1000544,380,RECTOR PLACE,Manhattan,10280,Filed,106.2,107.3,174.7,175.8,Not Available,No,None,Not Available,1527.9,948.6,579.29999999999995,235366,257092,Multifamily Housing,1
450,1004680001,,1-00468-0001,10006851,87,3 AVENUE,Manhattan,10003,Filed,39.700000000000003,39.8,76.7,76.8,Not Available,No,None,Not Available,409.9,193.6,216.3,158740,92304,Multifamily Housing,1
49,1000170029,,1-00017-0029,1000793,       90,WASHINGTON STREET   ,Manhattan,10006,Filed,71.3,71.8,147.80000000000001,148.4,Not Available,N/A,None,Not Available,1981.5,0,1981.5,325672,325515,Multifamily Housing,1
50,1000187501,,1-00018-7501,1000794,13,RECTOR STREET,Manhattan,10006,Filed,60.5,60.5,155,155,Not Available,No,None,Not Available,1629.5,326,1303.5,366124,366993,Multifamily Housing,1
51,1000190013,,1-00019-0013,1000797,42,TRINITY PLACE,Manhattan,10006,Filed,56.1,56.4,132.5,133.2,0.29,Yes,ABS,Not Available,246.6,68.5,178.1,62089,62089,Retail Store,1
52,1000200001,,1000200001,1000802,29,BROADWAY,Manhattan,10006,Filed,85.9,Not Available,186.9,Not Available,Not Available,No,None,76,2165,0,2165,296550,316150,Office,1
53,1000200004,,1000200004,1000803,39,BROADWAY,Manhattan,10006,Filed,75.8,76.1,192.4,192.6,Not Available,No,None,74,2835.6,0,2835.6,447442,447452,Office,1
55,1000200016,,1000200016,1000807,55,BROADWAY,Manhattan,10006,Filed,78,78.5,208.3,208.8,15.12,No,Manual,79,2344.8000000000002,17.3,2327.5,363378,309381,Office,1
56,1000210001,,1000210001,1000808,61,BROADWAY,Manhattan,10006,Filed,65.900000000000006,65.3,173.3,171,Not Available,No,Manual,88,3563.9,0,3563.9,650000,650740,Office,1
57,1000210004,,1-00021-0004,1000809,65,BROADWAY,Manhattan,10006,Filed,31973.4,Not Available,38635.4,Not Available,Not Available,No,None,1,938698.8,69.099999999999994,938629.7,331684,335184,Office,1
58,1000210006,,1000210006,1000810,69,BROADWAY,Manhattan,10006,Filed,64.7,65.2,129,129.3,Not Available,No,Manual,Not Available,1579.8,809.9,769.9,317135,303086,Multifamily Housing,1
14802,1000220013,,1000220013,1000811,,,Manhattan,,Not on Covered Buildings List,83.2,Not Available,150.69999999999999,Not Available,Not Available,N/A,None,76,4409.3,2660.8,1748.5,686571,,Office,
14803,1000220020,,1000220020,1000812,,,Manhattan,,Not on Covered Buildings List,93.7,94.4,239.2,239.8,Not Available,N/A,None,57,2900.1,746.8,2153.3000000000002,389917,,Office,
60,1000220024,,1000220024,1000813,50,BROADWAY,Manhattan,10004,Filed,99.2,99.6,264.60000000000002,265.1,Not Available,No,None,32,2831.7,0,2831.7,343345,300676,Office,1
61,1000220028,,1000220028,1000814,52,BROADWAY,Manhattan,10004,Filed,140.9,Not Available,344.5,Not Available,Not Available,No,None,21,4552.5,0,4552.5,384831,720400,Office,1
63,1000230050,,1000230050,1000816,20,BROAD STREET,Manhattan,10004,Filed,106.1,105.1,251.8,250.7,12.72,No,Manual,83,4232.1000000000004,0,4232.1000000000004,473890,466820,Office,1
64,1000240001,,1000240001,1000817,60,BROAD STREET,Manhattan,10004,Filed,101.6,100.9,224,223.2,Not Available,No,None,82,8601,0,8601,998035,974958,Office,1
65,1000240029,,1-00024-0029,1000819,30,BROAD STREET,Manhattan,10004,Filed,57.5,57.6,166.8,166.8,Not Available,No,None,81,1983.6,0,1983.6,419795,370000,Office,1
66,1000240036,,1-00024-0036,1000820,50,BROAD STREET,Manhattan,10004,Filed,39.299999999999997,39.4,91.7,91.8,Not Available,No,None,Not Available,869.9,0,869.9,262554,205940,Office,1
68,1000250001,,1000250001,1000821,55,BROAD STREET,Manhattan,10004,Filed,103.2,104,242.2,243.2,20.31,No,Manual,68,3569.6,0,3569.6,410295,406025,Office,1
69,1000250010,,1-00025-0010,1000823,41,BROAD STREET,Manhattan,10004,Filed,45,45,141.4,141.4,Not Available,No,None,47,457.9,0,457.9,125000,91553,K-12 School,1
70,1000250019,,1-00025-0019,1000824,25,BROAD STREET,Manhattan,10004,Filed,79.3,79.5,169.6,169.6,Not Available,No,None,Not Available,2814.4,135.30000000000001,2679.1,431052,518034,Multifamily Housing,1
71,1000250027,,1000250027,1000825,40,EXCHANGE PLACE,Manhattan,10005,Filed,95.1,96.1,189.6,190.5,Not Available,No,None,68,1483.6,655.1,828.5,237000,237000,Office,1
74,1000260021,,1-00026-0021,1000826,45,WALL STREET,Manhattan,10005,Filed,67.099999999999994,66.5,134.19999999999999,132.4,36.94,Yes,ABS,Not Available,2179.5,964.9,1214.5999999999999,488895,493187,Multifamily Housing,1
79,1000277501,,1-00027-7501,1000827,55,WALL STREET,Manhattan,10005,Filed,199.5,199.3,337.7,337.4,Not Available,No,None,Not Available,4324.2,1044.5999999999999,3279.6,290987,274516,Multifamily Housing,1
77,1000270009,,1000270009,1000828,63,WALL STREET,Manhattan,10005,Filed,123.8,123.8,195,195,Not Available,No,None,Not Available,3132.7,2068.3000000000002,1064.4000000000001,420558,400531,Multifamily Housing,1
78,1000270017,,1000270017,1000829,67,WALL STREET,Manhattan,10005,Filed,138.6,138.6,211.2,211.3,Not Available,No,None,Not Available,2624.8,1810.6,814.2,318334,303175,Multifamily Housing,1
80,1000277502,,1000277502,1000830,20,EXCHANGE PLACE,Manhattan,10005,Filed,50.9,50.7,109.1,108.9,Not Available,No,None,Not Available,3291.6,417,2874.6,826289,786942,Multifamily Housing,1
81,1000280001,,1000280001,1000831,3,HANOVER SQUARE,Manhattan,10004,Filed,118.5,120,183.9,185.5,Not Available,Yes,ABS,Not Available,2103.8000000000002,1522.1,581.70000000000005,239121,239121,Multifamily Housing,1
82,1000287501,,1-00028-7501,1000835,82,BEAVER STREET,Manhattan,10005,Filed,73,71.9,155.4,153.5,Not Available,No,None,Not Available,518.70000000000005,196.8,321.89999999999998,105015,108373,Multifamily Housing,1
83,1000287501,,1-00028-7501,1000835,82,BEAVER STREET,Manhattan,10005,Filed,73,71.9,155.4,153.5,Not Available,No,None,Not Available,518.70000000000005,196.8,321.89999999999998,105015,108373,Multifamily Housing,1
86,1000290070,,1-00029-0070,1000849,75,BROAD STREET,Manhattan,10004,Filed,200.4,200.7,577,577.4,Not Available,No,None,2,11074.9,0,11074.9,671172,661283,Office,1
87,1000290086,,1000290086,1000851,14,SOUTH WILLIAM STREET,Manhattan,10004,Filed,292.7,292.7,538.20000000000005,538.2,Not Available,No,None,Not Available,110.1,57.1,53,5900,87775,Parking,1
89,1000300019,,1-00030-0019,1000855,7,HANOVER SQUARE,Manhattan,10004,Filed,62.1,Not Available,155.4,Not Available,Not Available,No,None,90,3627.5,809.3,2818.2,802690,782883,Office,1
90,1000300019,,1-00030-0019,1000855,7,HANOVER SQUARE,Manhattan,10004,Filed,62.1,Not Available,155.4,Not Available,Not Available,No,None,90,3627.5,809.3,2818.2,802690,782883,Office,1
91,1000310001,,1000310001,1000859,10,HANOVER SQUARE,Manhattan,10005,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,510613,487404,Mixed Use Property,1
96,1000330011,,1000330011,1000864,95,WALL STREET,Manhattan,10005,Filed,0.4,0.4,0.5,0.5,Not Available,No,None,Not Available,10.5,9.6,0.9,476727,473460,Multifamily Housing,1
97,1000350001,,1-00035-0001,1000867,77,FRONT STREET,Manhattan,10005,Filed,77.099999999999994,77,202.5,202.4,Not Available,No,None,66,7405.8,80.3,7325.5,1162477,973587,Office,1
98,1000350010,,1000350010,1000868,111,WALL STREET,Manhattan,10005,Filed,40.4,39.7,77.3,76.4,12.57,No,Manual,99,3009.9,419.1,2590.8000000000002,#N/A,990205,Office,1
101,1000377501,,1000377501,1000871,120,WALL STREET,Manhattan,10005,Filed,55.3,55.1,131.9,131.6,Not Available,No,Manual,91,2861.6,0,2861.6,614416,582412,Office,1
99,1000370008,,1000370008,1000872,110,WALL STREET,Manhattan,10005,Filed,29.4,29.4,43,43,1.18,No,Manual,100,753.8,0,753.8,292627,295376,Office,1
100,1000370023,,1000370023,1000874,180,MAIDEN LANE,Manhattan,10005,Filed,96.8,96,250.3,249.3,Not Available,No,None,55,8686.1,36.200000000000003,8649.9,1078751,1079361,Office,1
103,1000380017,,1-00038-0017,1000876,88,PINE STREET,Manhattan,10005,Filed,129.80000000000001,128.6,241.3,240,Not Available,No,None,62,7433.6,0,7433.6,664900,566858,Office,1
104,1000390001,,1000390001,1000877,82,WALL STREET,Manhattan,10005,Filed,53,Not Available,106.4,Not Available,Not Available,No,None,98,255.3,0,255.3,56271,53253,Office,1
14804,1000390004,,1000390004,1000878,,,Manhattan,,Not on Covered Buildings List,35.6,Not Available,64.3,Not Available,Not Available,N/A,None,100,331,0,331,107751,,Office,
105,1000390012,,1000390012,1000880,110,MAIDEN LANE,Manhattan,10005,Filed,130.5,128.9,265.89999999999998,264,14.87,No,Manual,54,11003.8,0,11003.8,986540,1075808,Office,1
106,1000397501,,1-00039-7501,1000884,130,WATER STREET,Manhattan,10005,Filed,88.2,88.3,125.7,125.7,Not Available,No,Manual,Not Available,651.5,515.20000000000005,136.30000000000001,97677,117641,Multifamily Housing,1
1549,1008580058,,1-00858-0058,1016920,89,MADISON AVENUE,Manhattan,10016,Filed,56.5,55.6,89.3,88.1,2,Yes,ABS,96,716.1,511,205.1,166605,146161,Office,1
107,1000400003,,1-00040-0003,1001004,60,WALL STREET,Manhattan,10005,Filed,29702.9,29498.9,35920.800000000003,35675.5,Not Available,No,None,Not Available,4273543,234,4273309,1625483,1617206,Office,1
108,1000400014,,1000400014,1001005,48,WALL STREET,Manhattan,10005,Filed,63.2,63.2,179.7,179.8,Not Available,No,None,83,1634.7,0,1634.7,313918,281755,Office,1
110,1000417503,,1-00041-7503,1001009,56,PINE STREET,Manhattan,10005,Filed,84.4,83.6,197.7,196,Not Available,No,None,Not Available,617.70000000000005,0,617.70000000000005,86839,81412,Multifamily Housing,1
112,1000420001,,1-00042-0001,1001014,100,MAIDEN LANE,Manhattan,10038,Filed,75.8,75.8,158.9,159,Not Available,No,None,Not Available,1763.3,64.2,1699.1,279600,290116,Multifamily Housing,1
114,1000420031,,1-00042-0031,1001015,80,MAIDEN LANE,Manhattan,10038,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,0,,527605,527605,Office,1
115,1000430001,,1000430001,1001017,44,WALL STREET,Manhattan,10005,Filed,92.3,91.4,201.5,200.5,0.6,No,Manual,Not Available,2675.1,0,2675.1,341291,289049,Office,1
116,1000430002,,1000430002,1001018,40,WALL STREET,Manhattan,10005,Filed,63,62.4,151.5,150.8,Not Available,No,None,91,6121.2,0,6121.2,1155995,1061266,Office,1
117,1000430005,,1-00043-0005,1001019,30,WALL STREET,Manhattan,10005,Filed,77.7,77.6,215.5,215.5,Not Available,No,None,Not Available,885.6,0,885.6,137815,108663,Office,1
14806,1000440001,,1-00044-0001,1001021,,,Manhattan,,Not on Covered Buildings List,148.80000000000001,146.8,327.7,325.3,Not Available,N/A,None,43,28266.3,0,28266.3,2239000,,Office,
118,1000447501,,1-00044-7501,1001022,18,PINE STREET,Manhattan,10005,Filed,36.799999999999997,36.4,110.9,109.8,Not Available,No,None,Not Available,1807.2,72.400000000000006,1734.8,616399,583639,Multifamily Housing,1
119,1000447501,,1-00044-7501,1001022,18,PINE STREET,Manhattan,10005,Filed,36.799999999999997,36.4,110.9,109.8,Not Available,No,None,Not Available,1807.2,72.400000000000006,1734.8,616399,583639,Multifamily Housing,1
120,1000460001,,1000460001,1001023,2,WALL STREET,Manhattan,10005,Filed,97.1,96.5,251.9,251.2,Not Available,No,None,56,1558.7,0,1558.7,192500,173159,Office,1
121,1000460003,,1-00046-0003,1001024,      100,BROADWAY            ,Manhattan,10005,Filed,73.7,Not Available,189.9,Not Available,Not Available,N/A,None,75,2242.4,0,2242.4,364390,364390,Office,1
122,1000460009,,1-00046-0009,1001025,14,WALL STREET,Manhattan,10005,Filed,113.9,112.3,237.2,235,Not Available,No,None,51,10569.6,0,10569.6,1087767,839749,Office,1
123,1000477501,,1000477501,1001026,120,BROADWAY,Manhattan,10005,Filed,74.099999999999994,73.6,188.5,187.3,10.97,No,Manual,83,11776.2,70.7,11705.5,1910503,1736513,Office,1
124,1000480001,,1000480001,1001027,140,BROADWAY,Manhattan,10005,Filed,134.80000000000001,133,272.39999999999998,270.2,18.46,No,Manual,68,14577.1,0,14577.1,#N/A,1141266,Office,1
125,1000490002,,1000490002,1001029,111,BROADWAY,Manhattan,10006,Filed,45.7,45.4,143.4,142.6,Not Available,No,None,90,1672,0,1672,450000,432093,Office,1
126,1000500001,,1000500001,1001030,115,BROADWAY,Manhattan,10006,Filed,63,63.4,129.19999999999999,129.7,Not Available,No,None,94,4304.3,0,4304.3,800000,396607,Office,1
127,1000510001,,1-00051-0001,1001031,        2,RECTOR STREET       ,Manhattan,10006,Filed,62,62.8,139.4,140.2,Not Available,N/A,None,92,2580.1,0,2580.1,491400,400294,Office,1
