"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"1654",1654,"Census Tract 484, Bronx County, New York",55577,"Middle Quintile","#DBDBDB"
"1655",1655,"Census Tract 29, Richmond County, New York",31924,"Lowest Quintile","#EEEEEE"
"1656",1656,"Census Tract 33, Richmond County, New York",59556,"Second-Highest Quintile","#D8D8D8"
"1657",1657,"Census Tract 101, Queens County, New York",57097,"Second-Highest Quintile","#DADADA"
"1658",1658,"Census Tract 97, Queens County, New York",66058,"Second-Highest Quintile","#D1D1D1"
"1659",1659,"Census Tract 99, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1660",1660,"Census Tract 992, Queens County, New York",44119,"Middle Quintile","#E4E4E4"
"1661",1661,"Census Tract 133.01, Richmond County, New York",10417,"Lowest Quintile","#FAFAFA"
"1662",1662,"Census Tract 133.02, Richmond County, New York",58942,"Second-Highest Quintile","#D8D8D8"
"1663",1663,"Census Tract 187.02, Richmond County, New York",81699,"Highest Quintile","#C2C2C2"
"1664",1664,"Census Tract 351, Bronx County, New York",62292,"Second-Highest Quintile","#D5D5D5"
"1665",1665,"Census Tract 378, Bronx County, New York",44583,"Middle Quintile","#E4E4E4"
"1666",1666,"Census Tract 380, Bronx County, New York",35114,"Second-Lowest Quintile","#EBEBEB"
"1667",1667,"Census Tract 338, Bronx County, New York",42830,"Second-Lowest Quintile","#E5E5E5"
"1668",1668,"Census Tract 177, Richmond County, New York",93491,"Highest Quintile","#B5B5B5"
"1669",1669,"Census Tract 1166, Kings County, New York",38103,"Second-Lowest Quintile","#E9E9E9"
"1670",1670,"Census Tract 1168, Kings County, New York",35469,"Second-Lowest Quintile","#EBEBEB"
"1671",1671,"Census Tract 1192, Kings County, New York",29097,"Lowest Quintile","#F0F0F0"
"1672",1672,"Census Tract 1058.01, Kings County, New York",25032,"Lowest Quintile","#F2F2F2"
"1673",1673,"Census Tract 170.07, Richmond County, New York",73542,"Highest Quintile","#CACACA"
"1674",1674,"Census Tract 425, Kings County, New York",30025,"Lowest Quintile","#EFEFEF"
"1675",1675,"Census Tract 170.12, Richmond County, New York",83454,"Highest Quintile","#C1C1C1"
"1676",1676,"Census Tract 389, Kings County, New York",30841,"Lowest Quintile","#EFEFEF"
"1677",1677,"Census Tract 391, Kings County, New York",38114,"Second-Lowest Quintile","#E9E9E9"
"1678",1678,"Census Tract 208.04, Richmond County, New York",100842,"Highest Quintile","#ABABAB"
"1679",1679,"Census Tract 872, Kings County, New York",47422,"Middle Quintile","#E1E1E1"
"1680",1680,"Census Tract 874.01, Kings County, New York",26915,"Lowest Quintile","#F1F1F1"
"1681",1681,"Census Tract 193, Bronx County, New York",17287,"Lowest Quintile","#F6F6F6"
"1682",1682,"Census Tract 176, Richmond County, New York",94342,"Highest Quintile","#B3B3B3"
"1683",1683,"Census Tract 128.05, Richmond County, New York",66029,"Second-Highest Quintile","#D1D1D1"
"1684",1684,"Census Tract 128.06, Richmond County, New York",56104,"Second-Highest Quintile","#DBDBDB"
"1685",1685,"Census Tract 1098, Kings County, New York",33214,"Second-Lowest Quintile","#EDEDED"
"1686",1686,"Census Tract 147, New York County, New York",92891,"Highest Quintile","#B5B5B5"
"1687",1687,"Census Tract 151, New York County, New York",45880,"Middle Quintile","#E3E3E3"
"1688",1688,"Census Tract 1078, Kings County, New York",60317,"Second-Highest Quintile","#D7D7D7"
"1689",1689,"Census Tract 950, Kings County, New York",65643,"Second-Highest Quintile","#D2D2D2"
"1690",1690,"Census Tract 21, New York County, New York",203849,"Highest Quintile","#252525"
"1691",1691,"Census Tract 67, New York County, New York",76806,"Highest Quintile","#C7C7C7"
"1692",1692,"Census Tract 69, New York County, New York",151927,"Highest Quintile","#6C6C6C"
"1693",1693,"Census Tract 136, New York County, New York",92956,"Highest Quintile","#B5B5B5"
"1694",1694,"Census Tract 144.01, New York County, New York",126518,"Highest Quintile","#8A8A8A"
"1695",1695,"Census Tract 144.02, New York County, New York",90156,"Highest Quintile","#B9B9B9"
"1696",1696,"Census Tract 33, Kings County, New York",80662,"Highest Quintile","#C3C3C3"
"1697",1697,"Census Tract 724, Kings County, New York",75541,"Highest Quintile","#C8C8C8"
"1698",1698,"Census Tract 944.01, Kings County, New York",56504,"Second-Highest Quintile","#DADADA"
"1699",1699,"Census Tract 944.02, Kings County, New York",14338,"Lowest Quintile","#F8F8F8"
"1700",1700,"Census Tract 156.01, New York County, New York",86118,"Highest Quintile","#BEBEBE"
"1701",1701,"Census Tract 156.02, New York County, New York",39375,"Second-Lowest Quintile","#E8E8E8"
"1702",1702,"Census Tract 1104, Kings County, New York",30691,"Lowest Quintile","#EFEFEF"
"1703",1703,"Census Tract 1122, Kings County, New York",43485,"Second-Lowest Quintile","#E5E5E5"
"1704",1704,"Census Tract 205, New York County, New York",118750,"Highest Quintile","#939393"
"1705",1705,"Census Tract 1214, Kings County, New York",17022,"Lowest Quintile","#F6F6F6"
"1706",1706,"Census Tract 52, Queens County, New York",53111,"Middle Quintile","#DDDDDD"
"1707",1707,"Census Tract 54, Queens County, New York",58100,"Second-Highest Quintile","#D9D9D9"
"1708",1708,"Census Tract 1116, Kings County, New York",41739,"Second-Lowest Quintile","#E6E6E6"
"1709",1709,"Census Tract 1120, Kings County, New York",49888,"Middle Quintile","#E0E0E0"
"1710",1710,"Census Tract 956, Kings County, New York",61842,"Second-Highest Quintile","#D5D5D5"
"1711",1711,"Census Tract 958, Kings County, New York",63194,"Second-Highest Quintile","#D4D4D4"
"1712",1712,"Census Tract 988, Kings County, New York",61373,"Second-Highest Quintile","#D6D6D6"
"1713",1713,"Census Tract 990, Kings County, New York",49911,"Middle Quintile","#E0E0E0"
"1714",1714,"Census Tract 229, New York County, New York",34713,"Second-Lowest Quintile","#ECECEC"
"1715",1715,"Census Tract 233, New York County, New York",31264,"Lowest Quintile","#EEEEEE"
"1716",1716,"Census Tract 218, New York County, New York",37026,"Second-Lowest Quintile","#EAEAEA"
"1717",1717,"Census Tract 220, New York County, New York",35313,"Second-Lowest Quintile","#EBEBEB"
"1718",1718,"Census Tract 1012, Kings County, New York",47317,"Middle Quintile","#E2E2E2"
"1719",1719,"Census Tract 271, Kings County, New York",42819,"Second-Lowest Quintile","#E5E5E5"
"1720",1720,"Census Tract 816, Kings County, New York",39779,"Second-Lowest Quintile","#E8E8E8"
"1721",1721,"Census Tract 31, New York County, New York",104405,"Highest Quintile","#A6A6A6"
"1722",1722,"Census Tract 33, New York County, New York",161328,"Highest Quintile","#616161"
"1723",1723,"Census Tract 164, New York County, New York",31903,"Lowest Quintile","#EEEEEE"
"1724",1724,"Census Tract 906, Kings County, New York",13450,"Lowest Quintile","#F8F8F8"
"1725",1725,"Census Tract 912, Kings County, New York",15811,"Lowest Quintile","#F7F7F7"
"1726",1726,"Census Tract 1210, Kings County, New York",17377,"Lowest Quintile","#F6F6F6"
"1727",1727,"Census Tract 158.02, New York County, New York",74496,"Highest Quintile","#C9C9C9"
"1728",1728,"Census Tract 180, New York County, New York",23311,"Lowest Quintile","#F3F3F3"
"1729",1729,"Census Tract 182, New York County, New York",22395,"Lowest Quintile","#F3F3F3"
"1730",1730,"Census Tract 178, New York County, New York",33705,"Second-Lowest Quintile","#ECECEC"
"1731",1731,"Census Tract 188, New York County, New York",34375,"Second-Lowest Quintile","#ECECEC"
"1732",1732,"Census Tract 702.03, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1733",1733,"Census Tract 1072.02, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1734",1734,"Census Tract 892, Queens County, New York",92034,"Highest Quintile","#B7B7B7"
"1735",1735,"Census Tract 1208, Kings County, New York",32417,"Second-Lowest Quintile","#EDEDED"
"1736",1736,"Census Tract 22.01, New York County, New York",41166,"Second-Lowest Quintile","#E6E6E6"
"1737",1737,"Census Tract 22.02, New York County, New York",95125,"Highest Quintile","#B2B2B2"
"1738",1738,"Census Tract 491, Kings County, New York",32093,"Second-Lowest Quintile","#EEEEEE"
"1739",1739,"Census Tract 507, Kings County, New York",20598,"Lowest Quintile","#F4F4F4"
"1740",1740,"Census Tract 209.01, New York County, New York",21979,"Lowest Quintile","#F4F4F4"
"1741",1741,"Census Tract 211, New York County, New York",48957,"Middle Quintile","#E0E0E0"
"1742",1742,"Census Tract 509, Kings County, New York",20750,"Lowest Quintile","#F4F4F4"
"1743",1743,"Census Tract 245.02, Bronx County, New York",35256,"Second-Lowest Quintile","#EBEBEB"
"1744",1744,"Census Tract 249, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"1745",1745,"Census Tract 884, Kings County, New York",36504,"Second-Lowest Quintile","#EAEAEA"
"1746",1746,"Census Tract 892, Kings County, New York",27022,"Lowest Quintile","#F1F1F1"
"1747",1747,"Census Tract 894, Kings County, New York",43616,"Second-Lowest Quintile","#E4E4E4"
"1748",1748,"Census Tract 900, Kings County, New York",22685,"Lowest Quintile","#F3F3F3"
"1749",1749,"Census Tract 58, New York County, New York",133641,"Highest Quintile","#818181"
"1750",1750,"Census Tract 87, New York County, New York",109638,"Highest Quintile","#9F9F9F"
"1751",1751,"Census Tract 89, New York County, New York",79688,"Highest Quintile","#C4C4C4"
"1752",1752,"Census Tract 93, New York County, New York",70690,"Second-Highest Quintile","#CDCDCD"
"1753",1753,"Census Tract 111, New York County, New York",65536,"Second-Highest Quintile","#D2D2D2"
"1754",1754,"Census Tract 219, New York County, New York",18869,"Lowest Quintile","#F5F5F5"
"1755",1755,"Census Tract 223.01, New York County, New York",24690,"Lowest Quintile","#F2F2F2"
"1756",1756,"Census Tract 223.02, New York County, New York",17923,"Lowest Quintile","#F6F6F6"
"1757",1757,"Census Tract 91, New York County, New York",108976,"Highest Quintile","#A0A0A0"
"1758",1758,"Census Tract 50, New York County, New York",116987,"Highest Quintile","#959595"
"1759",1759,"Census Tract 64, New York County, New York",86713,"Highest Quintile","#BEBEBE"
"1760",1760,"Census Tract 66, New York County, New York",70027,"Second-Highest Quintile","#CECECE"
"1761",1761,"Census Tract 68, New York County, New York",96905,"Highest Quintile","#B0B0B0"
"1762",1762,"Census Tract 44.01, Queens County, New York",50438,"Middle Quintile","#DFDFDF"
"1763",1763,"Census Tract 371, Kings County, New York",41880,"Second-Lowest Quintile","#E6E6E6"
"1764",1764,"Census Tract 379, Kings County, New York",46623,"Middle Quintile","#E2E2E2"
"1765",1765,"Census Tract 431, Bronx County, New York",32027,"Second-Lowest Quintile","#EEEEEE"
"1766",1766,"Census Tract 170.05, Richmond County, New York",97371,"Highest Quintile","#AFAFAF"
"1767",1767,"Census Tract 170.11, Richmond County, New York",87981,"Highest Quintile","#BCBCBC"
"1768",1768,"Census Tract 335, Kings County, New York",53359,"Middle Quintile","#DDDDDD"
"1769",1769,"Census Tract 353, Kings County, New York",34752,"Second-Lowest Quintile","#EBEBEB"
"1770",1770,"Census Tract 920, Kings County, New York",29858,"Lowest Quintile","#EFEFEF"
"1771",1771,"Census Tract 922, Kings County, New York",30129,"Lowest Quintile","#EFEFEF"
"1772",1772,"Census Tract 48, New York County, New York",85556,"Highest Quintile","#BFBFBF"
"1773",1773,"Census Tract 299, Kings County, New York",34517,"Second-Lowest Quintile","#ECECEC"
"1774",1774,"Census Tract 381, Kings County, New York",29291,"Lowest Quintile","#F0F0F0"
"1775",1775,"Census Tract 34, Queens County, New York",58021,"Second-Highest Quintile","#D9D9D9"
"1776",1776,"Census Tract 1186, Kings County, New York",49233,"Middle Quintile","#E0E0E0"
"1777",1777,"Census Tract 355, Kings County, New York",30865,"Lowest Quintile","#EFEFEF"
"1778",1778,"Census Tract 882, Kings County, New York",32181,"Second-Lowest Quintile","#EEEEEE"
"1779",1779,"Census Tract 336, Bronx County, New York",28181,"Lowest Quintile","#F0F0F0"
"1780",1780,"Census Tract 376, Bronx County, New York",53750,"Middle Quintile","#DCDCDC"
"1781",1781,"Census Tract 348, Bronx County, New York",44057,"Middle Quintile","#E4E4E4"
"1782",1782,"Census Tract 364, Bronx County, New York",58897,"Second-Highest Quintile","#D8D8D8"
"1783",1783,"Census Tract 193, New York County, New York",40597,"Second-Lowest Quintile","#E7E7E7"
"1784",1784,"Census Tract 75, New York County, New York",1e+05,"Highest Quintile","#ACACAC"
"1785",1785,"Census Tract 884, Queens County, New York",70393,"Second-Highest Quintile","#CDCDCD"
"1786",1786,"Census Tract 662, Kings County, New York",82995,"Highest Quintile","#C1C1C1"
"1787",1787,"Census Tract 698, Kings County, New York",67955,"Second-Highest Quintile","#D0D0D0"
"1788",1788,"Census Tract 1018, Kings County, New York",77538,"Highest Quintile","#C6C6C6"
"1789",1789,"Census Tract 1058.04, Kings County, New York",24708,"Lowest Quintile","#F2F2F2"
"1790",1790,"Census Tract 20.02, Richmond County, New York",90000,"Highest Quintile","#B9B9B9"
"1791",1791,"Census Tract 40, Richmond County, New York",32305,"Second-Lowest Quintile","#EDEDED"
"1792",1792,"Census Tract 50, Richmond County, New York",63398,"Second-Highest Quintile","#D4D4D4"
"1793",1793,"Census Tract 157, New York County, New York",102031,"Highest Quintile","#A9A9A9"
"1794",1794,"Census Tract 319, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"1795",1795,"Census Tract 39, New York County, New York",73150,"Second-Highest Quintile","#CBCBCB"
"1796",1796,"Census Tract 235, Queens County, New York",48832,"Middle Quintile","#E0E0E0"
"1797",1797,"Census Tract 219, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1798",1798,"Census Tract 199, New York County, New York",52715,"Middle Quintile","#DDDDDD"
"1799",1799,"Census Tract 567, Queens County, New York",58811,"Second-Highest Quintile","#D8D8D8"
"1800",1800,"Census Tract 1377, Queens County, New York",67674,"Second-Highest Quintile","#D0D0D0"
"1801",1801,"Census Tract 1385.02, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1802",1802,"Census Tract 50, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1803",1803,"Census Tract 248, Richmond County, New York",88413,"Highest Quintile","#BBBBBB"
"1804",1804,"Census Tract 654, Queens County, New York",80852,"Highest Quintile","#C3C3C3"
"1805",1805,"Census Tract 205, Queens County, New York",47734,"Middle Quintile","#E1E1E1"
"1806",1806,"Census Tract 229, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1807",1807,"Census Tract 793, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1808",1808,"Census Tract 803.02, Queens County, New York",80318,"Highest Quintile","#C4C4C4"
"1809",1809,"Census Tract 405, Kings County, New York",65795,"Second-Highest Quintile","#D2D2D2"
"1810",1810,"Census Tract 273.02, Richmond County, New York",91310,"Highest Quintile","#B8B8B8"
"1811",1811,"Census Tract 273.01, Richmond County, New York",83505,"Highest Quintile","#C1C1C1"
"1812",1812,"Census Tract 277.04, Richmond County, New York",89667,"Highest Quintile","#BABABA"
"1813",1813,"Census Tract 277.05, Richmond County, New York",80192,"Highest Quintile","#C4C4C4"
"1814",1814,"Census Tract 277.06, Richmond County, New York",68750,"Second-Highest Quintile","#CFCFCF"
"1815",1815,"Census Tract 197, Richmond County, New York",84615,"Highest Quintile","#C0C0C0"
"1816",1816,"Census Tract 323, Bronx County, New York",69784,"Second-Highest Quintile","#CECECE"
"1817",1817,"Census Tract 856, Kings County, New York",45887,"Middle Quintile","#E3E3E3"
"1818",1818,"Census Tract 858, Kings County, New York",46406,"Middle Quintile","#E2E2E2"
"1819",1819,"Census Tract 852, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1820",1820,"Census Tract 860, Kings County, New York",41453,"Second-Lowest Quintile","#E6E6E6"
"1821",1821,"Census Tract 198, Richmond County, New York",108921,"Highest Quintile","#A0A0A0"
"1822",1822,"Census Tract 414, Bronx County, New York",48966,"Middle Quintile","#E0E0E0"
"1823",1823,"Census Tract 442, Bronx County, New York",38900,"Second-Lowest Quintile","#E8E8E8"
"1824",1824,"Census Tract 444, Bronx County, New York",58534,"Second-Highest Quintile","#D9D9D9"
"1825",1825,"Census Tract 1571.02, Queens County, New York",63351,"Second-Highest Quintile","#D4D4D4"
"1826",1826,"Census Tract 1621, Queens County, New York",68239,"Second-Highest Quintile","#CFCFCF"
"1827",1827,"Census Tract 629, Queens County, New York",44682,"Middle Quintile","#E4E4E4"
"1828",1828,"Census Tract 151, Richmond County, New York",83003,"Highest Quintile","#C1C1C1"
"1829",1829,"Census Tract 187.01, Richmond County, New York",88929,"Highest Quintile","#BBBBBB"
"1830",1830,"Census Tract 639, Queens County, New York",59115,"Second-Highest Quintile","#D8D8D8"
"1831",1831,"Census Tract 411, Kings County, New York",33182,"Second-Lowest Quintile","#EDEDED"
"1832",1832,"Census Tract 559, Queens County, New York",20282,"Lowest Quintile","#F5F5F5"
"1833",1833,"Census Tract 407, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1834",1834,"Census Tract 409, Kings County, New York",32097,"Second-Lowest Quintile","#EEEEEE"
"1835",1835,"Census Tract 437, Kings County, New York",31705,"Lowest Quintile","#EEEEEE"
"1836",1836,"Census Tract 555, Queens County, New York",43333,"Second-Lowest Quintile","#E5E5E5"
"1837",1837,"Census Tract 1551.02, Queens County, New York",73867,"Highest Quintile","#CACACA"
"1838",1838,"Census Tract 1567, Queens County, New York",83068,"Highest Quintile","#C1C1C1"
"1839",1839,"Census Tract 199, Bronx County, New York",30880,"Lowest Quintile","#EFEFEF"
"1840",1840,"Census Tract 197, Bronx County, New York",24543,"Lowest Quintile","#F2F2F2"
"1841",1841,"Census Tract 130, Bronx County, New York",85929,"Highest Quintile","#BEBEBE"
"1842",1842,"Census Tract 138, Bronx County, New York",58291,"Second-Highest Quintile","#D9D9D9"
"1843",1843,"Census Tract 135, Bronx County, New York",16782,"Lowest Quintile","#F6F6F6"
"1844",1844,"Census Tract 285, Bronx County, New York",44022,"Middle Quintile","#E4E4E4"
"1845",1845,"Census Tract 295, Bronx County, New York",71936,"Second-Highest Quintile","#CCCCCC"
"1846",1846,"Census Tract 59.02, Bronx County, New York",36098,"Second-Lowest Quintile","#EAEAEA"
"1847",1847,"Census Tract 151, Bronx County, New York",25639,"Lowest Quintile","#F2F2F2"
"1848",1848,"Census Tract 998.02, Queens County, New York",19425,"Lowest Quintile","#F5F5F5"
"1849",1849,"Census Tract 1010.01, Queens County, New York",32500,"Second-Lowest Quintile","#EDEDED"
"1850",1850,"Census Tract 145, Bronx County, New York",20368,"Lowest Quintile","#F4F4F4"
"1851",1851,"Census Tract 147.01, Bronx County, New York",16892,"Lowest Quintile","#F6F6F6"
"1852",1852,"Census Tract 237.04, Bronx County, New York",22610,"Lowest Quintile","#F3F3F3"
"1853",1853,"Census Tract 239, Bronx County, New York",19246,"Lowest Quintile","#F5F5F5"
"1854",1854,"Census Tract 241, Bronx County, New York",25694,"Lowest Quintile","#F2F2F2"
"1855",1855,"Census Tract 213.01, Bronx County, New York",21500,"Lowest Quintile","#F4F4F4"
"1856",1856,"Census Tract 215.02, Bronx County, New York",24181,"Lowest Quintile","#F3F3F3"
"1857",1857,"Census Tract 217, Bronx County, New York",17722,"Lowest Quintile","#F6F6F6"
"1858",1858,"Census Tract 916.01, Queens County, New York",82996,"Highest Quintile","#C1C1C1"
"1859",1859,"Census Tract 916.02, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1860",1860,"Census Tract 181.02, Bronx County, New York",35424,"Second-Lowest Quintile","#EBEBEB"
"1861",1861,"Census Tract 183.01, Bronx County, New York",28630,"Lowest Quintile","#F0F0F0"
"1862",1862,"Census Tract 234, New York County, New York",40371,"Second-Lowest Quintile","#E7E7E7"
"1863",1863,"Census Tract 236, New York County, New York",36791,"Second-Lowest Quintile","#EAEAEA"
"1864",1864,"Census Tract 214, New York County, New York",35768,"Second-Lowest Quintile","#EBEBEB"
"1865",1865,"Census Tract 409, Bronx County, New York",50313,"Middle Quintile","#DFDFDF"
"1866",1866,"Census Tract 421, Bronx County, New York",35659,"Second-Lowest Quintile","#EBEBEB"
"1867",1867,"Census Tract 462.02, Kings County, New York",45318,"Middle Quintile","#E3E3E3"
"1868",1868,"Census Tract 195, Bronx County, New York",34821,"Second-Lowest Quintile","#EBEBEB"
"1869",1869,"Census Tract 869, Queens County, New York",50231,"Middle Quintile","#DFDFDF"
"1870",1870,"Census Tract 907, Queens County, New York",47604,"Middle Quintile","#E1E1E1"
"1871",1871,"Census Tract 149, Bronx County, New York",23767,"Lowest Quintile","#F3F3F3"
"1872",1872,"Census Tract 185, Bronx County, New York",22473,"Lowest Quintile","#F3F3F3"
"1873",1873,"Census Tract 641.01, Queens County, New York",52375,"Middle Quintile","#DEDEDE"
"1874",1874,"Census Tract 808, Kings County, New York",13636,"Lowest Quintile","#F8F8F8"
"1875",1875,"Census Tract 810, Kings County, New York",37773,"Second-Lowest Quintile","#E9E9E9"
"1876",1876,"Census Tract 121, Richmond County, New York",92250,"Highest Quintile","#B6B6B6"
"1877",1877,"Census Tract 125, Richmond County, New York",55139,"Middle Quintile","#DBDBDB"
"1878",1878,"Census Tract 12, Queens County, New York",57885,"Second-Highest Quintile","#D9D9D9"
"1879",1879,"Census Tract 47, Richmond County, New York",67191,"Second-Highest Quintile","#D0D0D0"
"1880",1880,"Census Tract 936, Kings County, New York",55917,"Middle Quintile","#DBDBDB"
"1881",1881,"Census Tract 938, Kings County, New York",39340,"Second-Lowest Quintile","#E8E8E8"
"1882",1882,"Census Tract 83, New York County, New York",33287,"Second-Lowest Quintile","#EDEDED"
"1883",1883,"Census Tract 99, New York County, New York",122031,"Highest Quintile","#8F8F8F"
"1884",1884,"Census Tract 39, Bronx County, New York",31566,"Lowest Quintile","#EEEEEE"
"1885",1885,"Census Tract 303, New York County, New York",48962,"Middle Quintile","#E0E0E0"
"1886",1886,"Census Tract 307, New York County, New York",63269,"Second-Highest Quintile","#D4D4D4"
"1887",1887,"Census Tract 231, New York County, New York",37220,"Second-Lowest Quintile","#EAEAEA"
"1888",1888,"Census Tract 18, New York County, New York",42734,"Second-Lowest Quintile","#E5E5E5"
"1889",1889,"Census Tract 41, New York County, New York",26627,"Lowest Quintile","#F1F1F1"
"1890",1890,"Census Tract 28, New York County, New York",41523,"Second-Lowest Quintile","#E6E6E6"
"1891",1891,"Census Tract 44, New York County, New York",88401,"Highest Quintile","#BBBBBB"
"1892",1892,"Census Tract 64, Richmond County, New York",40238,"Second-Lowest Quintile","#E7E7E7"
"1893",1893,"Census Tract 96.01, Richmond County, New York",52266,"Middle Quintile","#DEDEDE"
"1894",1894,"Census Tract 240, Bronx County, New York",39219,"Second-Lowest Quintile","#E8E8E8"
"1895",1895,"Census Tract 297, Bronx County, New York",85859,"Highest Quintile","#BEBEBE"
"1896",1896,"Census Tract 335, Bronx County, New York",100111,"Highest Quintile","#ACACAC"
"1897",1897,"Census Tract 1479, Queens County, New York",77315,"Highest Quintile","#C7C7C7"
"1898",1898,"Census Tract 1507.02, Queens County, New York",77778,"Highest Quintile","#C6C6C6"
"1899",1899,"Census Tract 616.02, Queens County, New York",78500,"Highest Quintile","#C5C5C5"
"1900",1900,"Census Tract 506, Kings County, New York",32446,"Second-Lowest Quintile","#EDEDED"
"1901",1901,"Census Tract 451.02, Bronx County, New York",72188,"Second-Highest Quintile","#CBCBCB"
"1902",1902,"Census Tract 449.01, Bronx County, New York",63346,"Second-Highest Quintile","#D4D4D4"
"1903",1903,"Census Tract 449.02, Bronx County, New York",55938,"Second-Highest Quintile","#DBDBDB"
"1904",1904,"Census Tract 138, Richmond County, New York",96932,"Highest Quintile","#B0B0B0"
"1905",1905,"Census Tract 181, Richmond County, New York",94806,"Highest Quintile","#B3B3B3"
"1906",1906,"Census Tract 16, Bronx County, New York",30355,"Lowest Quintile","#EFEFEF"
"1907",1907,"Census Tract 42, Bronx County, New York",35816,"Second-Lowest Quintile","#EBEBEB"
"1908",1908,"Census Tract 60, Bronx County, New York",27574,"Lowest Quintile","#F1F1F1"
"1909",1909,"Census Tract 157, Bronx County, New York",24336,"Lowest Quintile","#F2F2F2"
"1910",1910,"Census Tract 251, Bronx County, New York",29254,"Lowest Quintile","#F0F0F0"
"1911",1911,"Census Tract 253, Bronx County, New York",22324,"Lowest Quintile","#F3F3F3"
"1912",1912,"Census Tract 255, Bronx County, New York",24430,"Lowest Quintile","#F2F2F2"
"1913",1913,"Census Tract 619, Queens County, New York",53631,"Middle Quintile","#DDDDDD"
"1914",1914,"Census Tract 43, Bronx County, New York",24594,"Lowest Quintile","#F2F2F2"
"1915",1915,"Census Tract 65, Bronx County, New York",21119,"Lowest Quintile","#F4F4F4"
"1916",1916,"Census Tract 71, Bronx County, New York",27303,"Lowest Quintile","#F1F1F1"
"1917",1917,"Census Tract 942.01, Queens County, New York",51194,"Middle Quintile","#DEDEDE"
"1918",1918,"Census Tract 942.03, Queens County, New York",49115,"Middle Quintile","#E0E0E0"
"1919",1919,"Census Tract 220, Bronx County, New York",12359,"Lowest Quintile","#F9F9F9"
"1920",1920,"Census Tract 108, New York County, New York",104906,"Highest Quintile","#A5A5A5"
"1921",1921,"Census Tract 112.03, New York County, New York",83571,"Highest Quintile","#C1C1C1"
"1922",1922,"Census Tract 94, New York County, New York",9750,"Lowest Quintile","#FAFAFA"
"1923",1923,"Census Tract 96, New York County, New York",36906,"Second-Lowest Quintile","#EAEAEA"
"1924",1924,"Census Tract 112.01, New York County, New York",122125,"Highest Quintile","#8F8F8F"
"1925",1925,"Census Tract 112.02, New York County, New York",116058,"Highest Quintile","#969696"
"1926",1926,"Census Tract 101, New York County, New York",75375,"Highest Quintile","#C8C8C8"
"1927",1927,"Census Tract 109, New York County, New York",151389,"Highest Quintile","#6C6C6C"
"1928",1928,"Census Tract 207, Richmond County, New York",39902,"Second-Lowest Quintile","#E7E7E7"
"1929",1929,"Census Tract 213, Richmond County, New York",63287,"Second-Highest Quintile","#D4D4D4"
"1930",1930,"Census Tract 276, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"1931",1931,"Census Tract 284, Bronx County, New York",90170,"Highest Quintile","#B9B9B9"
"1932",1932,"Census Tract 64, Bronx County, New York",42596,"Second-Lowest Quintile","#E5E5E5"
"1933",1933,"Census Tract 218, Bronx County, New York",33131,"Second-Lowest Quintile","#EDEDED"
"1934",1934,"Census Tract 58, Queens County, New York",57157,"Second-Highest Quintile","#DADADA"
"1935",1935,"Census Tract 641.02, Queens County, New York",34875,"Second-Lowest Quintile","#EBEBEB"
"1936",1936,"Census Tract 645, Queens County, New York",76806,"Highest Quintile","#C7C7C7"
"1937",1937,"Census Tract 731, Queens County, New York",101679,"Highest Quintile","#AAAAAA"
"1938",1938,"Census Tract 773, Queens County, New York",62197,"Second-Highest Quintile","#D5D5D5"
"1939",1939,"Census Tract 1291.03, Queens County, New York",70805,"Second-Highest Quintile","#CDCDCD"
"1940",1940,"Census Tract 15, Kings County, New York",51875,"Middle Quintile","#DEDEDE"
"1941",1941,"Census Tract 31, Kings County, New York",63286,"Second-Highest Quintile","#D4D4D4"
"1942",1942,"Census Tract 215, Kings County, New York",63224,"Second-Highest Quintile","#D4D4D4"
"1943",1943,"Census Tract 383.02, Bronx County, New York",17839,"Lowest Quintile","#F6F6F6"
"1944",1944,"Census Tract 385, Bronx County, New York",20981,"Lowest Quintile","#F4F4F4"
"1945",1945,"Census Tract 243.01, New York County, New York",29344,"Lowest Quintile","#F0F0F0"
"1946",1946,"Census Tract 239, New York County, New York",20731,"Lowest Quintile","#F4F4F4"
"1947",1947,"Census Tract 25, Queens County, New York",18775,"Lowest Quintile","#F5F5F5"
"1948",1948,"Census Tract 512, Kings County, New York",41398,"Second-Lowest Quintile","#E6E6E6"
"1949",1949,"Census Tract 1522, Kings County, New York",82583,"Highest Quintile","#C1C1C1"
"1950",1950,"Census Tract 103, Queens County, New York",48106,"Middle Quintile","#E1E1E1"
