Building Name,Building Address,Postal Code,Floor Area,Property Type - Self Selected,2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/sq.ft),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2)
One Embarcadero Center,1 EMBARCADERO CENTER,94111,1059539,Office,78,103.5,,103.5,,79,104.4,244.7,103.4,243.6,76,107.1,235.1,107.3,235.3,77,101.3,227.8,104.6,231.3,77,101.2,227.9,103.1,229.7
1355 FAIRFAX AVE,1355 FAIRFAX AVE,94124,14000,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 MCKINNON AVE,2025 MCKINNON AVE,94124,43200,,,,,,,,,,,,,,,,,,,,,,,,,,
Sansome & Pacific Investments,755 SANSOME ST,94133,59910,,86,56.6,,56.6,,85,57,134.8,58.5,140.9,,56.3,126.6,56.2,126.3,,,,,,,,,,
785 Market St.,785 MARKET ST,94103,98804,Office,91,31.2,,31.2,,88,43.8,107,41.4,104.1,88,43.7,106.9,42.8,105.9,85,45,110.9,47.4,113.9,77,58.8,127.7,58.8,127.7
199 Fremont Street,324 HOWARD ST,94105,537024,Office,82,69,,69,,80,68.5,183.8,69.1,185.2,86,68.2,174.4,68.3,174.4,90,62.5,158.5,64.1,160.2,94,55.6,135.2,56.3,136
101 Geary Street,101 GEARY ST,94108,13303,Office,,,,,,,,,,,69,27.4,78.8,27.4,78.7,62,27.6,82.4,27.8,81.5,65,27.4,80.8,27.8,81.2
St Anthony Foundation,150 GOLDEN GATE AVE,94102,47169,Office,,,,,,27,122.6,242.4,110.5,227.1,22,126.5,243,120.6,236.8,,79.3,163.9,86.5,171.5,81,55.6,111.8,57.5,113.9
444 TOWNSEND ST,444 TOWNSEND ST,94107,73100,,,,,,,,,,,,,,,,,,,,,,,,,,
1 STOCKTON ST,1 STOCKTON ST,94102,16987,,,,,,,,,,,,,,,,,,,,,,,,,,
211 Sutter Street Partners LLC,211 SUTTER ST,94108,39933,Mixed Use Property,,,,,,,74.1,126.2,73.3,130.2,,49,51.5,49.4,51.8,,76.7,152.8,76.7,152.8,,83,161.1,82.4,159.4
1025 HOWARD ST,1025 HOWARD ST,94103,18387,,,,,,,,,,,,,,,,,,,,,,,,,,
101 WILLIAMS AVE,101 WILLIAMS AVE,94124,16075,,,,,,,,,,,,,,,,,,,,,,,,,,
1970 Innes,1970 INNES AVE,94124,18060,Refrigerated Warehouse,,,,,,,,,,,52,50.8,115.8,46.2,109.6,14,127.8,231.5,127.8,231.5,6,155.6,280.6,155.6,280.6
1201 MARKET ST,1201 MARKET ST,94103,10702,,,,,,,,,,,,,,,,,,,,,,,,,,
555 Mission,555 MISSION ST,94105,611800.5,Office,93,47.7,,49.1,,,,,,,90,55.6,142.5,55.6,142.5,91,54.8,143.7,55.1,142.4,91,56,146.6,56.3,145.7
2741 16th Street,2741 16TH ST,94110,17970,Mixed Use Property,,,,,,,,,,,,30.7,68.8,30.7,68.8,,23.4,64.1,23.4,64.1,,24.1,62.6,24.5,63.1
475 Brannan (excluding Suite 120 & 130),475 BRANNAN ST,94107,292929,Office,82,89.3,,89.3,,88,80.4,198.1,79.9,197.5,85,83.9,191.8,84,192,87,75.2,180.1,77.2,182.3,86,75.2,179.7,75.3,178.7
609 MARKET ST,609 MARKET ST,94105,9630,,,,,,,,,,,,,,,,,86,27.2,82.4,26.2,79.2,,,,,
100 Montgomery,120 MONTGOMERY ST,94104,434979,,89,45.4,,45.4,,87,49.9,124.5,49.9,124.5,87,48.8,122.1,48.9,122.2,91,42.4,109.5,44,111.5,,,,,
360 9th St,350-360 9TH ST,94103,22800,Office,,,,,,,,,,,,,,,,96,26.4,65.4,,,86,55.4,136.2,55.4,136.2
Holiday Inn Golden Gateway,1550 VAN NESS AVE,94109,282783,,70,61.3,,58.1,,63,65.7,159.7,65.2,158.1,,,,,,,,,,,,,,,
99 Bayshore (2372),2372 Jerrold Ave,94107,15650,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",,,,,,,,,,,,,,,,,38.3,120.2,38.3,120.2,,58.5,183.7,58.5,183.7
GEARY ST,466 GEARY ST,94102,20295,Office,,,,,,,,,,,81,49.8,98.9,45.5,94.4,,37.5,75.9,43.3,83.6,,43.7,77.4,47.1,81
235 BAY SHORE BLVD,235 BAY SHORE BLVD,94124,17965,,,,,,,,,,,,,,,,,,,,,,,,,,
C&W Sakti 260 California,260 CALIFORNIA ST,94111,52807,,78,61.8,,57.7,,,,,,,,,,,,,,,,,,,,,
CitiScape - 1500-1598 Custer Avenue,1500 CUSTER AVE,94124,128320,,29,79.3,,79.3,,,,,,,30,57.8,94.8,57.4,93.5,19,60.5,107.1,60.5,107.1,,,,,
564 BUSH ST,564 BUSH ST,94108,14150,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Supermarket,2415 IRVING ST,94122,16138,Supermarket/Grocery Store,,,,,,,,,,,,157.4,465.7,157.4,465.7,,149.4,441.7,149.4,441.7,,152.3,453.7,151.1,449.9
100 POWELL ST,100 POWELL ST,94102,51709,Hotel,,,,,,,,,,,,,,,,82,29.6,93,28,88,60,54.6,122.3,,
3185 WASHINGTON ST,3185 WASHINGTON ST,94115,22500,K-12 School,,,,,,,,,,,33,37.4,117.5,36.7,115.2,42,32.3,101.5,34.2,107.4,53,29.8,93.7,30.3,95.2
540 BARNEVELD AVE,540 BARNEVELD AVE,94124,44276,Non-Refrigerated Warehouse,,,,,,91,14.6,45.9,14.3,44.9,86,17.4,54.5,17.1,53.6,83,18.8,59.1,19.2,60.2,81,19.8,62.1,19.9,62.4
1188 FRANKLIN ST,1188 FRANKLIN ST,94109,64570,Office,,,,,,,,,,,,,,,,,105.2,213.8,104.6,208.2,,93.5,194.2,95.1,194.2
17 BLUXOME ST,17 BLUXOME ST,94107,10800,Office,,,,,,,,,,,32,64.1,192.2,64.5,193.2,26,66.3,200.7,71.3,213.1,45,58,164.8,59.1,166
580 YORK ST,580 YORK ST,94110,17734,Office,,,,,,,,,,,100,17.6,40.3,16.4,39.1,100,16.9,44.8,17.1,45.1,99,18.1,50.2,18.5,50.6
Astro Studios Inc.,348 6TH ST,94103,18000,Office,,,,,,,,,,,69,36.1,113.5,36.1,113.5,23,122.5,181.2,122.5,181.2,23,132.1,183.6,132.1,183.6
2725 OAKDALE AVE,2725 OAKDALE AVE,94124,47950,,,,,,,,,,,,,,,,,,,,,,,,,,
450 Geary St,450 GEARY ST,94102,20295,Office,,,,,,,,,,,98,21.6,57,21,56.4,,46.3,81.5,46.3,81.5,,40.7,69.8,40.7,69.8
2165 MISSION ST,2165 MISSION ST,94110,16560,Mixed Use Property,,,,,,,,,,,,47.2,148.3,48.3,151.6,,43.5,136.6,43.5,136.6,,45.6,143.2,45,141.2
731 Sansome LLC,731 SANSOME ST,94133,37063,,,,,,,91,35,88.3,34.3,87.6,87,40.2,98.2,40.3,98.2,75,44.3,119.1,45.4,120.3,,,,,
17th Street,1301 17TH ST,94107,29000,Office,,,,,,,30.2,92.1,29.5,89.9,,25.5,76.2,25.7,76.5,,21.8,68.6,,,,,,,
240 SHOTWELL ST,240 SHOTWELL ST,94110,29154,Urgent Care/Clinic/Other Outpatient,,,,,,,,,,,,72.5,174.7,70.7,174.5,,60.7,164.5,63.6,164.3,,58.9,168.5,58,165.6
545 Sansome St,545 SANSOME ST,94111,51213,Office,88,24.9,,22.4,,87,27.5,69.1,25.8,66.2,83,29.6,75.8,29.9,76.1,84,25.8,72.2,28.1,75.9,80,28.1,79.8,28.6,80.3
364 9TH ST,364 9TH ST,94103,19050,Hotel,,,,,,,,,,,35,163.6,299.2,158.3,289.9,39,156.6,280.1,166.4,298.7,38,160.3,283.8,164.9,291.1
O'Reilly Auto Parts #3489,3146 MISSION ST,94110,25994,Retail Store,,,,,,92,29.3,92,29.3,92,94,27.4,85.9,27.4,85.9,94,27.2,85.4,27.2,85.4,,,,,
1355 Franklin,1355 FRANKLIN ST,94109,15900,Social/Meeting Hall,,,,,,,,,,,,39.1,61.3,39.1,61.3,,23.5,40.6,23.5,40.6,,23.8,42.5,24.5,43.8
Omni San Francisco,500 CALIFORNIA ST,94104,243450,Hotel,27,105.7,210.1,105.7,210.1,14,117,242.9,117,242.9,25,103.3,209.2,103.6,209.5,26,104.6,228.4,106.4,231,38,96.1,208.3,97.8,210.4
Safeway 985,2350 NORIEGA ST,94122,70320,Supermarket/Grocery Store,55,264.2,,264.2,,48,240.9,573.2,240.9,573.2,49,238.2,571.9,234.4,567.8,40,231,578.4,238.2,580.6,55,194.5,531.6,193.3,527.7
4350 GEARY BLVD,4350 GEARY BLVD,94118,12469,,,,,,,,,,,,,,,,,,,,,,,,,,
1001 Brannan St.,1001 BRANNAN ST,94103,26000,Fitness Center/Health Club/Gym,,,,,,,121.7,288.2,122.4,289,,109.3,257.6,107.5,255.7,,99.9,247.4,101.7,245.5,,95.4,234.3,96,233.5
2299 Post Medical Center,2299 POST ST,94115,28079,Medical Office,,,,,,,,,,,1,179.1,358.8,179.4,359.1,2,135.3,302,144.2,311.3,3,129.8,300,132,302.3
531 BRYANT ST,531 BRYANT ST,94107,12435,Office,,,,,,,,,,,21,50.6,158.8,50.6,158.8,5,67.7,212.6,67.7,212.6,21,50.3,158.1,50.3,158.1
Union Bank 127 350 California,370 CALIFORNIA ST,94104,348500,Financial Office,87,61.8,,60.7,,85,63.3,142.6,62.4,141.7,88,58,130.9,58.2,131.1,93,49,112.3,51.1,114.5,95,45.5,104.3,46.6,105.5
SF Police Credit Union,2550 IRVING ST,94122,34417,Financial Office,,,,,,43,80.3,250.4,80.4,250.6,,,,,,67,70.5,214.7,70.1,211.1,82,58.3,175,58.8,175.6
3450 3RD ST #2 A,3450 3RD ST #2 A,94124,11198,,,,,,,,,,,,,,,,,,,,,,,,,,
East West Bank at 555 Montgomery St.,555 MONTGOMERY ST,94111,261732,Office,92,43.8,,41.9,,95,36.8,110.2,36.9,110.4,96,37.6,103.9,37.7,104,95,35.6,100.3,37,101.7,95,36.1,101.4,36.6,101.5
Adolph Gasser Retail store,181 2ND ST,94105,17500,Retail Store,,,,,,,,,,,,19.1,50.9,19.2,51,,16.4,46.4,17.1,47.1,,14.3,38.3,14.5,38.5
695 MINNESOTA ST,695 MINNESOTA ST,94107,25000,Non-Refrigerated Warehouse,,,,,,,,,,,88,20.3,35.6,20.5,35.9,86,20.1,34.7,25.4,40.2,92,15.5,28.8,16.4,29.8
LPF One Lombard,1 LOMBARD ST,94111,120983,Other - Recreation,59,76.7,,75.8,,,149.1,288.6,138.2,277.1,,138.8,240.2,139.2,240.7,,123,210,127.7,214.9,,115.8,198.6,118.7,201.6
Bay Area Air Quality Management District,939 ELLIS ST,94109,80700,Office,27,113.2,,113.2,,26,113.1,280.3,113.1,280.3,32,99.2,258,99.3,258.2,27,105.5,268.6,105.5,268.6,30,101,263,100.4,261.3
Homeless Prenatal Program,2500 18TH ST,94110,26800,Office,,,,,,88,44.4,102.3,41.5,98.8,93,31.6,83.4,30.2,81.9,94,26.7,75.2,26.7,75.2,96,24,69.3,24,69.3
R1005 CO 430 Bush,430 BUSH ST,94108,159383,,,42.6,,42.6,,,41.2,137.6,41.2,137.6,,,,,,,39.5,124.1,39.5,124.1,,,,,
50 Beale,50 BEALE ST,94105,747573,Office,94,38.4,,38.4,,90,55.7,137.8,,,90,55,134.8,55.1,134.9,,,,,,97,35.8,101.8,35.8,101.8
1200 Van Ness,1200 VAN NESS AVE,94109,171562,Office,,43.7,,43.7,,,17.8,57,16.5,53.1,,18.8,57.9,18.8,57.9,,17.8,53.9,17.8,53.9,,21.8,66.5,21.8,66.5
2101 MISSION ST,2101 MISSION ST,94110,131885,Retail Store,,,,,,,,,,,,11.4,28.6,10.7,27.9,,12.2,30.8,12.2,30.8,99,12.5,34.2,12.8,34.6
6 7TH ST,6 7TH ST,94103,48050,Social/Meeting Hall,,,,,,,,,,,,28.3,74.8,26.8,73.2,,25.5,71.3,25.5,71.3,,23,67.3,23.8,68.1
625 Second Street,625 2ND ST,94107,174765,Office,86,44.4,,46,,81,49.3,153.8,49.4,153.8,86,47.4,147.7,47.5,147.8,89,42.9,134,42.9,134,92,37.8,118.3,37.8,118.3
222 FRONT ST,222 FRONT ST,94111,29928,Office,,,,,,,,,,,81,36.9,113.6,36.3,111.8,76,39.1,121.1,38.2,118.3,77,39.2,121.3,38.5,119
YMCA Bayview,1601 LANE ST,94124,37000,Other,,,,,,93,39,66.8,39,66.8,,56.1,87.6,52.4,83.7,,44.9,78.8,49.7,83.9,,44.4,76.1,46.2,77.9
730 Taraval Street,730 Taraval St,94116,29094,,,,,,,58,242.3,589.5,242.3,589.5,47,247.7,601.1,239.4,592.4,31,288.8,643.5,288.8,643.5,,,,,
Rainbow Grocery,1745 FOLSOM ST,94103,42675,Supermarket/Grocery Store,,,,,,,92.8,310.1,92.8,310.1,92,89.6,281.4,89.6,281.4,,130.1,311.2,139.8,321.4,,144.6,326.4,149,331
701 Bryant Street,701 BRYANT ST,94107,33000,Other,,,,,,,10.7,19.7,9.8,18.8,,11.6,20.2,11.7,20.4,,9.7,20.2,11.7,22.2,,7.9,17,8.2,17.4
2276-2282 Market St,2276-2282 Market St,94114,24989,Retail Store,,,,,,,,,,,100,6.2,19.3,6.2,19.3,73,28.9,90.6,28.9,90.6,65,33.6,104.9,33.6,104.9
350 Brannan Street,350 BRANNAN ST,94107,17195,Office,,,,,,,,,,,91,37.2,91.6,37.5,92.3,94,30.6,78.6,34.8,86.2,96,30.7,74.1,32.3,77.5
346 9TH ST,346 9TH ST,94103,25200,Office,,,,,,,,,,,,,,,,,,,,,89,38,116.1,38.6,116.6
280 TOWNSEND ST,280 TOWNSEND ST,94107,42075,Retail Store,,,,,,,,,,,30,44.3,108.2,44.8,108.7,28,39.7,103,39.7,103,51,35.6,80.6,37.7,82.8
80 ELMIRA ST,80 ELMIRA ST,94124,10168,Other - Education,,,,,,,,,,,,,,,,,11.4,30.4,10.8,28.4,,12.2,32.1,12.2,32.1
1 JONES ST,1 JONES ST,94102,38310,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Villa-San Francisco,2750 GEARY BLVD,94118,47000,Senior Care Community,,,,,,5,132.5,178.8,132.5,178.8,,132.8,175.2,132.8,175.2,,145.7,193,145.7,193,12,125.3,171.8,128.2,174.9
1661 MARKET ST,1661 MARKET ST,94103,33000,Office,,,,,,,,,,,,,,,,96,30.2,84.1,30.2,84.1,96,30.5,83.4,31.5,84.4
2595 Mission,3180 22ND ST,94110,28750,Office,,,,,,,48.1,120.3,47.2,119.4,85,47.9,112,46.6,110.6,87,42.8,103.1,44.8,105.2,86,45.6,107.3,46.3,108
555 BEACH ST,555 BEACH ST,94133,15706,,,,,,,,,,,,,,,,,,,,,,,,,,
450 IRWIN ST,450 IRWIN ST,94107,15093,,,,,,,,,,,,,,,,,,,,,,,,,,
1050 Sansome Street,1050 SANSOME ST,94111,35000,,,,,,,,,,,,,,,,,,,,,,,,,,
3040 LARKIN ST,3040 LARKIN ST,94109,14198,,,,,,,,,,,,,92,154.3,92.5,154.7,,63.8,117.9,74.1,128.8,,,,,
333 Bryant,333 BRYANT ST,94107,117200,Office,57,89.4,198.2,90.6,201.9,69,78.6,171.6,77.3,170.2,47,95.2,217.4,95.4,217.5,52,87.6,201.3,91.8,205.7,64,77.7,179.2,80,181.7
The Shell Building,100 BUSH ST,94104,268131.5,Office,95,43.3,,41.5,,,,,,,91,44.3,122.3,44.2,121.5,94,33.9,106.5,33.9,106.5,97,28.6,89.9,28.6,89.9
401 TARAVAL ST,401 TARAVAL ST,94116,13666,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco Hospital Campus,2425 GEARY BLVD,94115,401090,,,,,,,,,,,,,,,,,96,198.6,430,205.6,437.3,,,,,
Left Space Studios,2055 BRYANT ST,94110,15000,Office,,,,,,,,,,,89,32.3,73.3,30.1,71,91,27.7,68.3,27.7,68.3,91,32.2,69.1,34.1,71.2
832 SANSOME ST,832 SANSOME ST,94111,14154,Office,,,,,,,,,,,73,42.1,106,42.3,106.1,67,47.5,111.3,47.5,111.3,87,33,81.9,33,81.9
101 GOLDEN GATE AVE,101 GOLDEN GATE AVE,94102,37868,,,,,,,,,,,,,,,,,,,,,,,,,,
One Kearny Master Tenant LPA,1 Kearny St,94108,103941,Office,,,,,,97,36.9,110.4,36.6,110,90,51,147.1,51,147.1,94,42.7,128.1,42.7,128.1,94,42.2,127.9,42.2,127.9
75 INDUSTRIAL ST,75 INDUSTRIAL ST,94124,18593,,,,,,,,,,,,,,,,,,,,,,,,,,
425 BRANNAN ST,425 BRANNAN ST,94107,19500,,,,,,,,,,,,,,,,,,,,,,,,,,
The Olympic Club,524 POST ST,94102,259424,Other,,104.8,,102.9,,,103.3,242.6,102,241.2,,95.9,221.6,93.9,219.5,,92.5,213,95,215.7,,94,214.3,95.2,215.6
45 POWELL ST,45 POWELL ST,94102,24168,,,,,,,,,,,,,,,,,,,,,,,,,,
08482-Van Ness,40 LAFAYETTE ST,94103,127900,Non-Refrigerated Warehouse,,9.5,,9.5,,,9.2,30.9,9.2,30.9,,8.2,25.9,8.2,25.9,,8.3,25.9,8.3,25.9,,8.1,25.3,8.1,25.3
PGE-GO Complex 102_245M_77BL,245 Market Street,94105,1751470,Office,,,,,,93,85.9,238.1,85.1,237.3,,,,,,95,71.2,191.6,74,194.5,96,72.2,191.7,73.3,191.9
Live Oak School,1555 MARIPOSA ST,94107,32100,K-12 School,,,,,,40,37.4,96.2,35.9,94.7,50,36.8,93.1,37,93.3,54,33,89.2,35.9,92.3,59,31.4,87.3,32.2,88.2
240 GOLDEN GATE AVE,240 GOLDEN GATE AVE,94102,29482,Office,,,,,,,,,,,,14.5,37.7,13.8,37,,13.6,37.2,14.9,38.5,,11.7,32.4,11.9,32.6
One Hallidie Plaza,25 CYRIL MAGNIN ST,94102,64048,Office,65,99.9,,96.9,,,87.7,192.5,86.5,191.2,50,92.7,193.7,93.5,196.3,49,85.2,188.9,86.5,186.2,41,87.5,209.6,88.8,210.9
The Palace Hotel,2 NEW MONTGOMERY ST,94105,609000,Hotel,77,92.2,,90.6,,67,91.9,190.3,92,190.5,66,91.1,179.6,91.2,179.8,67,85.4,172.3,86.1,171.5,67,87.8,175.1,88.5,175.4
700 MONTGOMERY ST,700 MONTGOMERY ST,94111,11455,Office,,,,,,,,,,,90,18.6,58.3,18.6,58.3,85,22.1,62.4,22.1,62.4,87,19.8,62.2,19.8,62.2
2001 Van Ness,2001 VAN NESS AVE,94109,42600,Office,,,,,,,46.3,110.5,46.2,110.5,,32.9,73.2,32.9,73.2,,16.5,47.4,17.3,48.2,,21.8,64.9,21.9,65.1
550 SUTTER ST,550 SUTTER ST,94108,27000,Office,,,,,,,,,,,,,,,,95,24.1,75.7,26.1,82,93,26,81.7,26.5,83.4
325 BROADWAY,325 BROADWAY,94133,13825,,,,,,,,,,,,,,,,,,,,,,,,,,
417 STOCKTON ST,417 STOCKTON ST,94108,37432,,,,,,,,,,,,,,,,,,,,,,,,,,
138 6TH ST,138 6TH ST,94103,20545,Hotel,,,,,,,,,,,,,,,,,,,,,94,45.7,104.6,46.5,107.1
475 Valencia Street,475 Valencia St,94103,19420,Mixed Use Property,,,,,,,,,,,,17.4,32.5,16.1,31.2,,15.7,35.4,18.8,38.6,,13.5,29.1,14.4,30
201 Third Street,201 Third St,94105,361041,Office,80,60.8,,60.6,,82,57.8,190.7,57.7,190.6,80,59.9,186.7,59.8,186.6,85,53.7,166.5,54,166.8,89,43.8,136.3,43.9,136.3
Holiday Inn Express ? Fisherman?s Wharf,455 BEACH ST,94133,164650,Hotel,51,65,,65.2,,55,62.1,143.9,63.2,146.7,38,64.8,143.7,64.3,142.2,39,59.7,136.7,60,134.4,42,59.5,137,59.5,135.1
560 7TH ST,560 7TH ST,94103,18675,,,,,,,,,,,,,,,,,,,,,,,,,,
Pier 33 Shed,33 Pier,94111,89728,Non-Refrigerated Warehouse,94,5.2,16.3,5.1,15.9,99,3,9.4,3,9.4,,,,,,77,9,28.1,8.6,26.9,76,9.3,29.3,9.3,29.3
250 STOCKTON ST,250 STOCKTON ST,94108,20986,Office,,,,,,,,,,,100,8.5,26.8,8.5,26.8,100,8.1,25.5,8.1,25.5,82,30.5,95.7,30.1,94.6
2225 PALOU AVE,2225 PALOU AVE,94124,47880,Non-Refrigerated Warehouse,,,,,,100,8.3,8.4,8.2,8.3,100,2.4,2.4,2.2,2.3,100,1.9,1.9,2.6,2.6,100,1.3,1.3,1.5,1.5
1600 BRYANT ST,1600 BRYANT ST,94103,22650,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Building,39 NEW MONTGOMERY ST,94105,103861,Office,,53.1,,53.1,,,48.1,111.5,47.2,110.5,95,46.1,101.1,46.4,101.4,96,44.5,95.3,47,97.9,95,44.6,94.7,45.6,95.7
201 Kearny St / 212 Sutter St,201 KEARNY ST,94108,11600,Office,,,,,,,,,,,,61.2,108.8,61.8,109.5,,51.8,98.3,59.4,106.2,,50.2,93.8,54.8,98.5
1800 SUTTER ST,1800 SUTTER ST,94115,78630,,,,,,,61,93.3,159.5,94.2,162.3,62,91.4,157.7,91.8,159,,,,,,,,,,
1425 Folsom Street,1425 FOLSOM ST,94103,11260,Other - Entertainment/Public Assembly,,,,,,,,,,,,16.7,39.3,16.7,39.3,,27.5,68.7,25,60.8,,48.6,112.5,48.6,112.5
28 Geary,28 GEARY ST,94108,50121,Office,93,32.6,,32.6,,93,32.2,92.6,32.3,92.7,93,32.6,92.3,32.6,92.3,91,32.1,94.2,32.8,95,86,36.3,109,36.5,109.2
Hotel Palomar San Fran-SV,12 4th St,94103,129719,Hotel,,,,,,28,82.7,196.5,82.1,195.8,43,124,222.5,124.8,225.1,48,111.1,203.4,114.8,207.3,46,117.1,210.7,118.8,212.5
460 9TH ST,460 9TH ST,94103,15227,Distribution Center,,,,,,,,,,,80,11.1,30.4,11.1,30.8,78,10.8,30.9,11.1,30.4,79,10.8,30.4,11.1,30.3
680 CALIFORNIA ST,680 CALIFORNIA ST,94108,34850,,,,,,,,,,,,,,,,,,,,,,,,,,
08039-Sf-evans,2090 Evans St.,94124,119900,Non-Refrigerated Warehouse,,6.6,,7.3,,,6.2,18.1,6.1,18,,6.1,17.1,6.1,17.4,,5.6,16.2,5.8,16.5,,5.2,14.8,5.3,14.9
600 ALABAMA ST,600 ALABAMA ST,94110,12400,Veterinary Office,,,,,,,,,,,,85.7,219.6,84.6,220.8,,76.6,199.5,80,199.4,,77.7,203.3,79,202.9
259 7TH ST,259 7TH ST,94103,10451,,,,,,,,,,,,,,,,,,,,,,,,,,
2701 MISSION ST,2701 MISSION ST,94110,11298,Bank Branch,,,,,,,,,,,62,72.5,176.7,69.2,173.2,49,73.4,196.6,78.6,196.5,71,55.7,163.3,54.7,160
1059 MARKET ST,1059 MARKET ST,94103,58100,,,,,,,,,,,,,,,,,,,,,,,,,,
YMCA Chinatown,855 SACRAMENTO ST,94108,50212,Other,,43,,43,,,190.2,385.3,187,383.9,,43.9,137.9,43.9,137.7,,43.4,136.1,42.5,133.5,,44.4,139.3,43.8,137.4
140 9TH ST,140 9TH ST,94103,15107,,,,,,,,,,,,,,,,,,,,,,,,,,
900 North Point St.,900 North Point St.,94109,101074,Other - Mall,,,,,,,,,,,,,,,,,51.3,160.4,49.2,153.7,,36.4,113.4,36.5,113.5
180 Sansome Street,160 SANSOME ST,94104,110748,Office,96,36.4,,34.2,,,,,,,49,72.2,182.9,72.2,182.9,77,59.5,126.6,59.5,126.6,69,69.3,144.6,69.3,144.6
434 Brannan,434 BRANNAN ST,94107,25000,Office,,,,,,,,,,,91,37.4,91.1,37.8,91.5,95,28.2,75.1,30.2,77.2,93,32.1,84,33.1,85
214 VAN NESS AVE,214 VAN NESS AVE,94102,12634,,,,,,,,,,,,,,,,,,,,,,,,,,
500 Sansome,500 SANSOME ST,94111,155817,Office,,,,,,,37.8,92.7,38.2,93.1,98,39.3,90.4,39.7,90.7,100,27.9,56,32.2,60.4,90,52.6,128.6,53.4,129.5
155 5th Street,155 5TH ST,94103,358400,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Hotaling Place,30 HOTALING PL,94111,29064,Office,,,,,,1,5854.3,19520.6,5854.3,19520.6,75,53.7,111.4,53.7,111.4,72,44.5,113.6,44.5,113.6,79,33.7,103.9,33.7,103.9
733 GRANT AVE,733 GRANT AVE,94108,14700,,,,,,,,,,,,,,,,,,,,,,,,,,
Old First Presbyterian Church,1660 VAN NESS AVE,94109,18263,Worship Facility,,,,,,,,,,,92,18.3,42.3,18.5,42.6,97,12.5,30.5,14,32.1,97,15.1,31.8,15.4,32.4
Columbia 600 California Office Properties,600 CALIFORNIA ST,94108,446640,Office,88,75.2,,74.7,,88,75,235,75.4,236.8,77,72,211.6,72.1,211.7,81,62.2,185.1,63.1,185.9,79,59.1,174.5,59.5,174.9
Grant Avenue,220 GRANT AVE,94108,25166,,,,,,,,17.1,57.2,17.1,57.2,,17.6,55.2,17.6,55.2,,17.5,55,17.5,55,,,,,
LeMeridien Hotel,333 BATTERY ST,94111,340000,Hotel,,,,,,71,67.3,152.2,67.2,153.2,69,67.8,144.4,67.7,144.3,69,63.5,139.6,64.8,139.7,74,62.5,135.2,62.7,134.5
555 FULTON ST,555 FULTON ST,94102,29345,,,,,,,,,,,,,,,,,,,,,,,,,,
630 3RD ST,630 3RD ST,94107,40340,Data Center,,,,,,,,,,,,,,,,1,1479.7,4646.4,1479.7,4646.4,,1412.1,4434.1,1412.1,4434.1
300 Montgomery Associates,300 MONTGOMERY ST,94104,205076,Office,91,32.7,,32.7,,91,32.6,109,33,110.1,89,34.9,109.7,34.4,108,87,36.5,114.7,35.6,111.8,89,38.8,121.8,38.3,120.3
2601 MISSION ST,2601 MISSION ST,94110,90669,Office,53,94.5,192.8,92.7,193.3,57,89.8,183.8,87.1,180.9,51,96.5,196.5,92.9,192.7,62,76.5,168.2,81.7,173.6,64,74.3,165.1,76.2,165.6
Lombard Motor Inn,1475 LOMBARD ST,94123,17280,Hotel,,,,,,,,,,,48,73.5,147.5,73.5,147.5,45,73.3,145.4,73.3,145.4,52,67.8,140.2,67.8,140.2
1580 Mission St.,1580 MISSION ST,94103,18086,,,,,,,,,,,,,,,,,,,,,,,,,,
2551 MISSION ST,2551 MISSION ST,94110,18654,,,,,,,,,,,,,,,,,,,,,,,,,,
693 SUTTER ST,693 SUTTER ST,94102,24358,,,,,,,,,,,,,,,,,,,,,,,,,,
337r5-San Francisco Marriott Union Squar,480 Sutter St,94108,348000,Hotel,33,132.8,,130.6,,42,112.9,206.5,110.9,204.3,41,105.5,188.3,105.8,188.6,32,106.3,196.9,108.2,196.8,31,110,203.1,111.5,204.6
435 PACIFIC AVE,435 PACIFIC AVE,94133,33652,,,,,,,,,,,,,,,,,,,,,,,,,,
